address,LATITUDE,LONGITUDE
508 CHOA CHU KANG ST 51,1.388366024,103.7416431
209A PUNGGOL PL,1.399730675,103.9007321
333A YISHUN ST 31,1.431939551,103.8449871
76 BEDOK NTH RD,1.328296665,103.9420675
326 TAMPINES ST 32,1.352628551,103.9586445
524 JURONG WEST ST 52,1.347197626,103.7172467
485B CHOA CHU KANG AVE 5,1.374299366,103.7388073
616 BEDOK RESERVOIR RD,1.331827132,103.914991
436B FERNVALE RD,1.39287836,103.8769757
504D YISHUN ST 51,1.418333625,103.8437217
546 BEDOK NTH ST 3,1.330820059,103.9255958
177 TOA PAYOH CTRL,1.333900341,103.8488548
451 SIN MING AVE,1.358510909,103.830067
966 JURONG WEST ST 93,1.34170246,103.692917
507A WELLINGTON CIRCLE,1.452730801,103.8239669
665C PUNGGOL DR,1.401491646,103.9144591
736 TAMPINES ST 72,1.359041598,103.9343834
144 SIMEI ST 2,1.345351297,103.9555703
206 BISHAN ST 23,1.355681274,103.8478083
152 PASIR RIS ST 13,1.363741375,103.962248
111 HOUGANG AVE 1,1.354985765,103.8885575
429 WOODLANDS ST 41,1.426616849,103.7729486
653C JURONG WEST ST 61,1.335425627,103.6969347
234 HOUGANG AVE 1,1.358195574,103.8887835
273B JURONG WEST AVE 3,1.351556337,103.7036275
71 BEDOK STH RD,1.320416017,103.9427323
214 YISHUN ST 21,1.431446165,103.8363189
684B CHOA CHU KANG CRES,1.403899578,103.7472363
69 REDHILL CL,1.287016529,103.8163748
112 SIMEI ST 1,1.343109584,103.9495596
205 BEDOK NTH ST 1,1.325926754,103.9308081
570C WOODLANDS AVE 1,1.431472774,103.7899819
689 HOUGANG ST 61,1.376492074,103.8857719
488 ADMIRALTY LINK,1.45507804,103.8164529
453C FERNVALE RD,1.393532593,103.8750299
658 JLN TENAGA,1.333552404,103.9065169
716 BEDOK RESERVOIR RD,1.337837952,103.9249737
372 BT BATOK ST 31,1.358669167,103.7512137
142 PASIR RIS ST 11,1.363452585,103.9589017
532 SERANGOON NTH AVE 4,1.374868826,103.8741268
134 BISHAN ST 12,1.345411048,103.8520798
701 TAMPINES ST 71,1.356171829,103.9367989
30 TANGLIN HALT RD,1.299106097,103.7995619
112 HOUGANG AVE 1,1.354421811,103.8885578
899A WOODLANDS DR 50,1.435805048,103.795254
707 YISHUN AVE 5,1.428934889,103.8277162
435 HOUGANG AVE 8,1.377528001,103.8936032
282A SENGKANG EAST AVE,1.385289778,103.8919074
138 TAMPINES ST 11,1.345504506,103.9455884
301 SHUNFU RD,1.349357372,103.8383273
441 FAJAR RD,1.383222191,103.7708369
309 CLEMENTI AVE 4,1.320919814,103.7663776
830 YISHUN ST 81,1.414238374,103.8339538
341 WOODLANDS AVE 1,1.431531072,103.7811204
822 TAMPINES ST 81,1.348342344,103.9343798
559 JURONG WEST ST 42,1.354576317,103.7189006
686C WOODLANDS DR 73,1.442144832,103.80687
941 TAMPINES AVE 5,1.349435712,103.9407348
216 PETIR RD,1.374637466,103.7746643
103A DEPOT RD,1.280701976,103.8133534
501 TAMPINES CTRL 1,1.355682333,103.9444485
320 CLEMENTI AVE 4,1.316901344,103.7653107
102 SIMEI ST 1,1.34134725,103.9513551
253 KIM KEAT AVE,1.331121949,103.8577798
41 CHAI CHEE ST,1.327361556,103.9261194
274D PUNGGOL PL,1.403033709,103.9016885
236 HOUGANG AVE 1,1.357823775,103.8889397
744 WOODLANDS CIRCLE,1.442834284,103.795937
690C CHOA CHU KANG CRES,1.402648913,103.7519318
196C PUNGGOL FIELD,1.399279585,103.9074976
781 PASIR RIS ST 71,1.373863311,103.9385746
43 BENDEMEER RD,1.321124993,103.8658333
171A EDGEDALE PLAINS,1.394630782,103.9122939
149 MEI LING ST,1.294799758,103.8046091
211 NEW UPP CHANGI RD,1.325500845,103.9319676
714 TAMPINES ST 71,1.360051901,103.9371429
450D TAMPINES ST 42,1.357135364,103.9528738
909 HOUGANG ST 91,1.378448286,103.8828569
141 PETIR RD,1.375871562,103.7681357
129 KIM TIAN RD,1.281153031,103.8288562
555 ANG MO KIO AVE 10,1.371196664,103.857024
253 JURONG EAST ST 24,1.343188358,103.7367858
276 BANGKIT RD,1.376222879,103.7757003
235 BT BATOK EAST AVE 5,1.348483521,103.7563004
118 ANG MO KIO AVE 4,1.373295936,103.8354757
421 CHOA CHU KANG AVE 4,1.381778969,103.7407475
777 PASIR RIS ST 71,1.375036114,103.9373128
613 CHOA CHU KANG ST 62,1.400639248,103.7444058
222A SUMANG LANE,1.401125664,103.8934764
266 BISHAN ST 24,1.357930021,103.8420881
632 WOODLANDS RING RD,1.435804243,103.8018417
233 BT BATOK EAST AVE 5,1.348825265,103.7551276
140 TAMPINES ST 12,1.347731912,103.944124
436 CHOA CHU KANG AVE 4,1.38457388,103.7403688
682C WOODLANDS DR 73,1.440755494,103.8042641
27 JLN BAHAGIA,1.326021022,103.858992
491F TAMPINES ST 45,1.362962532,103.9549554
965 JURONG WEST ST 93,1.341341818,103.6924912
405 PASIR RIS DR 6,1.373622502,103.9559322
672B EDGEFIELD PLAINS,1.40665275,103.9123125
844 YISHUN ST 81,1.415625173,103.8354465
736 YISHUN ST 72,1.428658386,103.8317276
315 WOODLANDS ST 31,1.431476406,103.7758462
760 PASIR RIS ST 71,1.376400203,103.9335398
357 WOODLANDS AVE 5,1.433145228,103.7844341
350 UBI AVE 1,1.325804085,103.9012924
151 YUNG HO RD,1.32676126,103.7212885
16 JOO SENG RD,1.336477172,103.8803459
671A KLANG LANE,1.308820696,103.8520653
147 SIMEI ST 2,1.345529247,103.9558303
819 JURONG WEST ST 81,1.345783937,103.6949862
407 TAMPINES ST 41,1.358196018,103.9450157
203 JURONG EAST ST 21,1.336833891,103.7425445
866 TAMPINES ST 83,1.354250612,103.9344769
460 SEGAR RD,1.387251466,103.7720835
415 PANDAN GDNS,1.320765433,103.7482586
223 TAMPINES ST 24,1.355384475,103.9532045
121 YUAN CHING RD,1.335704025,103.7240782
567 CHOA CHU KANG ST 52,1.395132136,103.7458753
258 BT BATOK EAST AVE 4,1.35127412,103.7588715
157 ANG MO KIO AVE 4,1.375305621,103.8393951
853 HOUGANG CTRL,1.369283267,103.8940711
114 TAMPINES ST 11,1.345971625,103.94676
305 SHUNFU RD,1.350115061,103.8387276
813 JELLICOE RD,1.307297672,103.8621106
351 BT BATOK ST 34,1.361877855,103.7494555
808D CHOA CHU KANG AVE 1,1.374884453,103.745409
356C ADMIRALTY DR,1.449252211,103.8177946
325 ANG MO KIO AVE 3,1.36789987,103.8468874
463 HOUGANG AVE 10,1.372356451,103.8949681
116B RIVERVALE DR,1.382059915,103.9023554
239 HOUGANG ST 22,1.355973091,103.8904781
652 WOODLANDS RING RD,1.43799069,103.7999869
456 YISHUN ST 41,1.420369191,103.8444037
123 PENDING RD,1.377566635,103.7706606
206 YISHUN ST 21,1.43124009,103.8367841
186 PASIR RIS ST 11,1.365130641,103.9594331
762 BEDOK RESERVOIR VIEW,1.33621989,103.9343276
8B UPP BOON KENG RD,1.312344472,103.8698983
114 HO CHING RD,1.333789443,103.7241113
924 TAMPINES ST 91,1.346791006,103.940777
452 FAJAR RD,1.38552054,103.7721187
726 WOODLANDS CIRCLE,1.444276562,103.7996814
221 LOR 8 TOA PAYOH,1.342621808,103.8569718
343 ANG MO KIO AVE 3,1.368374748,103.8491511
584 WOODLANDS DR 16,1.429557314,103.7948078
142 BT BATOK ST 11,1.35000418,103.7428608
256 SIMEI ST 1,1.343041576,103.9517634
662A JURONG WEST ST 64,1.336885783,103.7027397
926 YISHUN CTRL 1,1.427899348,103.8379085
144 BT BATOK WEST AVE 6,1.350043387,103.7442374
815B CHOA CHU KANG AVE 7,1.376846261,103.7473768
416 HOUGANG AVE 10,1.375685703,103.8962838
440B FERNVALE LINK,1.393290629,103.878139
126 SERANGOON NTH AVE 1,1.366058217,103.8718749
487C TAMPINES ST 45,1.360758204,103.9578842
615 YISHUN RING RD,1.419613451,103.8354763
257 BT BATOK EAST AVE 4,1.351170884,103.7579849
412 YISHUN RING RD,1.425531445,103.8469619
325 TAMPINES ST 32,1.352628876,103.9590865
141 BISHAN ST 12,1.345153984,103.8533671
45 SIMS DR,1.317337215,103.8784427
509 ANG MO KIO AVE 8,1.374000865,103.8501398
174B EDGEDALE PLAINS,1.396731877,103.9108129
241 JURONG EAST ST 24,1.341481293,103.7429734
90 BEDOK NTH ST 4,1.332149272,103.9404499
262D COMPASSVALE ST,1.394240375,103.8949716
110 BT PURMEI RD,1.273804157,103.8270577
119 BT BATOK WEST AVE 6,1.350421977,103.7468036
764 YISHUN ST 72,1.425365719,103.8339814
427 CHOA CHU KANG AVE 4,1.380884194,103.7397635
178D RIVERVALE CRES,1.389040794,103.9107188
704 WOODLANDS DR 40,1.440580613,103.796236
322A JURONG EAST ST 31,1.347670587,103.7289311
134 LOR AH SOO,1.350464683,103.8865094
242 KIM KEAT LINK,1.32985846,103.8558214
226 BT BATOK CTRL,1.348733378,103.7531743
316A PUNGGOL WAY,1.408901659,103.8984078
715 WOODLANDS DR 70,1.441989581,103.7993937
131 BEDOK RESERVOIR RD,1.333122056,103.9117112
1 JLN BT MERAH,1.286471486,103.8082751
232 SIMEI ST 4,1.344212748,103.9571568
412 TAMPINES ST 41,1.359425154,103.9462705
184 PASIR RIS ST 11,1.365232514,103.9602833
433 CLEMENTI AVE 3,1.314016223,103.7618274
402 FAJAR RD,1.380312263,103.7680736
102 TAMPINES ST 11,1.346716163,103.9455214
167C PUNGGOL EAST,1.394388962,103.9147524
656 SENJA RD,1.387611344,103.7645887
134 TECK WHYE LANE,1.380266095,103.7509568
60 STRATHMORE AVE,1.293085872,103.8118849
72 CIRCUIT RD,1.324547611,103.8879439
855 TAMPINES ST 83,1.3535825,103.9352995
120D CANBERRA CRES,1.446767072,103.8322942
301 SERANGOON AVE 2,1.353092239,103.8679178
151 YISHUN ST 11,1.430806337,103.8342681
103 BT BATOK CTRL,1.348223682,103.7480345
49 WHAMPOA STH,1.324487374,103.8663682
663 BUFFALO RD,1.305680317,103.8508577
69 LOR 4 TOA PAYOH,1.334180885,103.8527069
23 TELOK BLANGAH CRES,1.276080724,103.8208395
322 BT BATOK ST 33,1.361667384,103.747725
402 TAMPINES ST 41,1.357316262,103.9455031
291E BT BATOK ST 24,1.343453413,103.7547883
306 CLEMENTI AVE 4,1.321438261,103.7659013
1D CANTONMENT RD,1.276920243,103.8414858
350 ANG MO KIO ST 32,1.363713118,103.8500442
119 BISHAN ST 12,1.347349574,103.8505352
662 BUFFALO RD,1.306170975,103.8501065
293B COMPASSVALE CRES,1.396991936,103.8959953
402 JURONG WEST ST 42,1.35339366,103.7224457
180C RIVERVALE CRES,1.389491502,103.9096604
242 SIMEI ST 5,1.343158904,103.9541881
916 HOUGANG AVE 9,1.374912942,103.8842937
103 JLN RAJAH,1.327341433,103.8527807
82 REDHILL LANE,1.287415991,103.8194748
136 PETIR RD,1.374610561,103.7687536
106 ANG MO KIO AVE 4,1.371933703,103.8374861
409 SEMBAWANG DR,1.453033211,103.8176507
92 BEDOK NTH AVE 4,1.332444149,103.941298
302B PUNGGOL PL,1.404374931,103.904784
129 YISHUN ST 11,1.433711667,103.831815
232 BT BATOK EAST AVE 5,1.349336089,103.7549418
54 MARINE TER,1.305302291,103.915014
656 JLN TENAGA,1.333706038,103.907541
323 WOODLANDS ST 32,1.431172749,103.7791132
335 KANG CHING RD,1.339042682,103.7231462
408 BT BATOK WEST AVE 4,1.364819778,103.7449898
329 WOODLANDS ST 32,1.430361279,103.7788034
442 SIN MING AVE,1.359235757,103.8323688
217B COMPASSVALE DR,1.389280336,103.8943456
518A TAMPINES CTRL 7,1.356371924,103.9383845
124 BEDOK RESERVOIR RD,1.332625423,103.9101609
602 CLEMENTI WEST ST 1,1.3051044,103.7663119
412 EUNOS RD 5,1.318315638,103.8990247
110 SPOTTISWOODE PK RD,1.273638234,103.8364203
675 CHOA CHU KANG CRES,1.401346557,103.7459906
746 WOODLANDS CIRCLE,1.442507136,103.7953046
12 JLN BT MERAH,1.287531165,103.8070202
414 COMMONWEALTH AVE WEST,1.311581073,103.771625
273D PUNGGOL PL,1.402523182,103.9012959
980D BUANGKOK CRES,1.380493247,103.8809405
279A SENGKANG EAST AVE,1.385774661,103.8930657
268 TOH GUAN RD,1.341866529,103.7450352
780D WOODLANDS CRES,1.448119959,103.8019458
237 CHOA CHU KANG CTRL,1.379447503,103.7482874
614 YISHUN ST 61,1.419829067,103.8360325
107B CANBERRA ST,1.449165163,103.8334973
272 BANGKIT RD,1.377573173,103.7744621
550 JURONG WEST ST 42,1.352804913,103.7167405
723 CLEMENTI WEST ST 2,1.30310124,103.7634131
178 YUNG SHENG RD,1.333236534,103.7208424
172 BOON LAY DR,1.346850523,103.7080456
807 KING GEORGE'S AVE,1.309288369,103.8614425
491 JURONG WEST AVE 1,1.349586566,103.7263153
209 SERANGOON CTRL,1.354448911,103.8742621
171B EDGEDALE PLAINS,1.394977318,103.9127175
338B KANG CHING RD,1.338139429,103.7219138
183D BOON LAY AVE,1.349092894,103.7090415
547 ANG MO KIO AVE 10,1.374209517,103.8582097
850 YISHUN ST 81,1.416030951,103.8362391
357 YISHUN RING RD,1.425907664,103.8459948
801B KEAT HONG CL,1.375824719,103.7428234
852 TAMPINES ST 82,1.352703789,103.9364485
293 PUNGGOL CTRL,1.403075573,103.9049453
782C WOODLANDS CRES,1.447684223,103.8034604
467 PASIR RIS DR 6,1.373485771,103.9567606
10C BEDOK STH AVE 2,1.322094236,103.9362236
454 JURONG WEST ST 42,1.350928569,103.7175979
660 HOUGANG AVE 8,1.373653601,103.8828669
337 CLEMENTI AVE 2,1.316055677,103.7691127
107 RIVERVALE WALK,1.383005013,103.9002725
722 CLEMENTI WEST ST 2,1.302913593,103.7637596
564 CHOA CHU KANG ST 52,1.395405265,103.7454229
97 WHAMPOA DR,1.321280209,103.8549381
616 ANG MO KIO AVE 4,1.37746747,103.8387767
170 BT BATOK WEST AVE 8,1.34655585,103.7401015
631 BEDOK RESERVOIR RD,1.332959236,103.9149418
158 PASIR RIS ST 13,1.364674718,103.9622363
337A TAH CHING RD,1.337699664,103.7227903
406 SEMBAWANG DR,1.452929805,103.8169776
265 TOH GUAN RD,1.340708117,103.7447023
353 CHOA CHU KANG CTRL,1.382137071,103.7433975
85 COMMONWEALTH CL,1.304074953,103.7993317
677C JURONG WEST ST 64,1.345352692,103.70496
528C PASIR RIS ST 51,1.370985309,103.9482169
601A PUNGGOL CTRL,1.402468466,103.9075822
748 YISHUN ST 72,1.427518982,103.8334505
169A PUNGGOL FIELD,1.393082747,103.9142822
238 BISHAN ST 22,1.359760803,103.8446426
64 COMMONWEALTH DR,1.299309998,103.7972346
130 BT BATOK WEST AVE 6,1.35106126,103.7458574
4 MARINE TER,1.305096421,103.9177337
535 SERANGOON NTH AVE 4,1.373806031,103.8739802
191 PUNGGOL CTRL,1.399512505,103.9097527
221 BT BATOK EAST AVE 3,1.347475624,103.753691
13 EUNOS CRES,1.322686619,103.9035009
121 KIM TIAN PL,1.282702702,103.8284912
44 LOR 5 TOA PAYOH,1.336231496,103.8540431
155 GANGSA RD,1.37531521,103.7650289
202A COMPASSVALE DR,1.388359852,103.8931432
302C ANCHORVALE LINK,1.388079615,103.8901531
649 JLN TENAGA,1.332371996,103.9061174
240 PASIR RIS ST 21,1.373368723,103.962797
416 PANDAN GDNS,1.32102611,103.7483131
28A DOVER CRES,1.304915957,103.7821881
834 YISHUN ST 81,1.41508807,103.8339995
113 RIVERVALE WALK,1.383827437,103.9016837
496C TAMPINES ST 43,1.362152445,103.950374
212C COMPASSVALE DR,1.385993169,103.9010207
207D COMPASSVALE LANE,1.384309487,103.8976295
232 HOUGANG AVE 1,1.358547028,103.8885239
296A CHOA CHU KANG AVE 2,1.377141549,103.7409433
25A JLN MEMBINA,1.283466373,103.8261834
893A TAMPINES AVE 8,1.34823505,103.9306802
186 TOA PAYOH CTRL,1.332653953,103.8502116
688B CHOA CHU KANG DR,1.403435938,103.7503369
355 HOUGANG AVE 7,1.37187581,103.8982395
468 TAMPINES ST 44,1.360334442,103.955179
646 HOUGANG AVE 8,1.371839884,103.8807395
546C SEGAR RD,1.388992571,103.7695007
113 ANG MO KIO AVE 4,1.371785181,103.8359657
437 FAJAR RD,1.382509573,103.7695481
714 CLEMENTI WEST ST 2,1.304303413,103.7616821
248 CHOA CHU KANG AVE 2,1.379004596,103.745926
109B EDGEDALE PLAINS,1.394956962,103.9096342
129 POTONG PASIR AVE 1,1.334761505,103.8655426
534 WOODLANDS DR 14,1.430611865,103.7916741
811 JURONG WEST ST 81,1.346334199,103.6965312
485A CHOA CHU KANG AVE 5,1.374618108,103.738365
1G CANTONMENT RD,1.275532291,103.8412746
981C BUANGKOK CRES,1.380448016,103.8795793
563 CHOA CHU KANG ST 52,1.395669184,103.7457261
633B PUNGGOL DR,1.40122179,103.913397
157D RIVERVALE CRES,1.388086614,103.9078891
230C TAMPINES ST 24,1.355427534,103.9514472
313D ANCHORVALE RD,1.392150619,103.8875632
165 STIRLING RD,1.290764057,103.8019164
4A BOON TIONG RD,1.286673707,103.8324817
149 PASIR RIS ST 13,1.361550354,103.9620085
980 JURONG WEST ST 93,1.339117748,103.6936715
111 LOR 1 TOA PAYOH,1.341219557,103.8454928
268 YISHUN ST 22,1.437217697,103.8395063
568 HOUGANG ST 51,1.378091904,103.88899
82 STRATHMORE AVE,1.294545259,103.8087511
118 BT BATOK WEST AVE 6,1.350009516,103.7464996
121 TECK WHYE LANE,1.378303571,103.7501081
505 SERANGOON NTH AVE 4,1.373244635,103.8763016
463A SEMBAWANG DR,1.455598437,103.8140452
212 PETIR RD,1.374503146,103.7757604
467 ADMIRALTY DR,1.452226677,103.8144259
61 MARINE DR,1.303093486,103.9087515
581 PASIR RIS ST 53,1.374941728,103.9466191
227 SIMEI ST 4,1.342020912,103.9562401
21 BALAM RD,1.331197214,103.8869767
163 GANGSA RD,1.376263241,103.764451
164 SIMEI RD,1.346073025,103.9584323
720 BEDOK RESERVOIR RD,1.335972774,103.924883
307B ANG MO KIO AVE 1,1.36583937,103.8446308
203B COMPASSVALE RD,1.386899098,103.8947717
666 JLN DAMAI,1.333565436,103.9081025
134 GEYLANG EAST AVE 1,1.315993889,103.886009
6 JLN BATU,1.336016293,103.7878949
664 YISHUN AVE 4,1.420199866,103.8410746
241 HOUGANG ST 22,1.356508688,103.8918406
295B COMPASSVALE CRES,1.397981097,103.9000725
624 SENJA RD,1.386243403,103.7618376
103 BEDOK RESERVOIR RD,1.328770222,103.9093814
218 TAMPINES ST 24,1.354435501,103.9522862
256B SUMANG WALK,1.406049079,103.8961795
112 HO CHING RD,1.333885581,103.7236884
349 JURONG EAST AVE 1,1.34446375,103.7314458
371 JURONG EAST ST 32,1.348308359,103.7319199
39 UPP BOON KENG RD,1.318723581,103.8742265
119B CANBERRA CRES,1.446370139,103.8315749
670A CHOA CHU KANG CRES,1.402678963,103.7475625
195D PUNGGOL RD,1.401367945,103.907096
458 PASIR RIS DR 4,1.371414883,103.9596374
332 HOUGANG AVE 5,1.368405832,103.8978204
372 HOUGANG ST 31,1.362990379,103.8904639
401 CHOA CHU KANG AVE 3,1.379692642,103.7397607
43 CAMBRIDGE RD,1.315363027,103.8494345
110 MCNAIR RD,1.322079197,103.8590791
1 TECK WHYE AVE,1.382538829,103.7517109
405 ANG MO KIO AVE 10,1.361579127,103.8538054
328 CLEMENTI AVE 2,1.313991615,103.767089
892B WOODLANDS DR 50,1.437589618,103.7896736
155 BISHAN ST 13,1.346227092,103.8559056
249 HOUGANG AVE 3,1.359612146,103.8919082
671A YISHUN AVE 4,1.41897568,103.8423334
333C ANCHORVALE LINK,1.39441572,103.8917738
249 JURONG EAST ST 24,1.342562424,103.7392597
261 BISHAN ST 22,1.358986893,103.8433244
442 FAJAR RD,1.382251153,103.7712357
3A GEYLANG SERAI,1.317501308,103.8989115
88 TELOK BLANGAH HTS,1.27736919,103.8082549
313 SHUNFU RD,1.351478813,103.8371852
682C JURONG WEST CTRL 1,1.343152907,103.7053946
619 BT PANJANG RING RD,1.385915835,103.7623666
189 PASIR RIS ST 12,1.365589371,103.959037
39 JLN RUMAH TINGGI,1.288633343,103.8100159
458 YISHUN AVE 11,1.420667317,103.8462078
615A EDGEFIELD PLAINS,1.403860564,103.909541
541 JURONG WEST AVE 1,1.351042998,103.715983
514 WEST COAST RD,1.308972504,103.7592329
77 BEDOK NTH RD,1.328696112,103.9419956
50 STRATHMORE AVE,1.293845338,103.8087279
21 BEDOK STH RD,1.320145954,103.9331634
620 BT BATOK CTRL,1.349705366,103.7484032
845 WOODLANDS ST 82,1.442754559,103.7925321
13 REDHILL CL,1.28542199,103.8169452
140 PASIR RIS ST 11,1.363948459,103.959181
271A SENGKANG CTRL,1.385955885,103.8946548
724 TAMPINES ST 71,1.356842294,103.9349512
424 WOODLANDS ST 41,1.427287309,103.7748594
375 HOUGANG ST 31,1.363158279,103.8895552
201 CHOA CHU KANG AVE 1,1.382138093,103.7495422
352 BT BATOK ST 34,1.361597982,103.7494607
124B BT MERAH VIEW,1.285282206,103.823095
442 HOUGANG AVE 8,1.379251899,103.893162
656C JURONG WEST ST 61,1.335989551,103.6999742
509 SERANGOON NTH AVE 4,1.371895191,103.8762521
289A BT BATOK ST 25,1.344489809,103.7605172
467A ADMIRALTY DR,1.452010334,103.813929
141 SIMEI ST 2,1.345851355,103.9550698
263 BOON LAY DR,1.345100452,103.7069117
550 ANG MO KIO AVE 10,1.373607695,103.8582049
730 JURONG WEST ST 72,1.346108864,103.698427
501 JURONG WEST ST 51,1.350384137,103.7190256
120 ANG MO KIO AVE 3,1.370047397,103.8445948
314 WOODLANDS ST 31,1.431190724,103.7760741
625 BT BATOK CTRL,1.351381128,103.7485853
423 BEDOK NTH AVE 1,1.327976141,103.9275651
113 HOUGANG AVE 1,1.353569053,103.8887057
886A WOODLANDS DR 50,1.438291516,103.7946129
112 MCNAIR RD,1.321013495,103.8589824
592C MONTREAL LINK,1.450939321,103.8280705
259 BT BATOK EAST AVE 4,1.350858597,103.7597611
115 BISHAN ST 12,1.347918389,103.8487501
179 BT BATOK WEST AVE 8,1.345812286,103.7422102
288B BT BATOK ST 25,1.346006231,103.7605059
109A DEPOT RD,1.280957713,103.8094402
512 HOUGANG AVE 10,1.371273153,103.8886196
354 ANG MO KIO ST 32,1.363877525,103.8520286
876 TAMPINES ST 84,1.353075377,103.9313181
224 PASIR RIS ST 21,1.370621929,103.9611105
38 TELOK BLANGAH RISE,1.272332606,103.8222103
863 TAMPINES ST 83,1.355459836,103.9356144
528A PASIR RIS ST 51,1.370210669,103.9479865
471A FERNVALE ST,1.396040947,103.8807354
540 ANG MO KIO AVE 10,1.375293768,103.8554524
408 SERANGOON AVE 1,1.347247313,103.873453
116 PENDING RD,1.37717209,103.7686168
144 YISHUN ST 11,1.431023714,103.831365
214 TAMPINES ST 23,1.354662452,103.9535298
123 BEDOK NTH ST 2,1.329198687,103.9373433
358 YISHUN RING RD,1.426851971,103.8459661
19 HOUGANG AVE 3,1.363789616,103.8918133
130 BT MERAH VIEW,1.284587128,103.8243603
949 JURONG WEST ST 91,1.343329662,103.6916785
463C SEMBAWANG DR,1.456235091,103.8142922
229 YISHUN ST 21,1.434912007,103.8372004
257 PASIR RIS ST 21,1.367059707,103.9636979
376A HOUGANG ST 32,1.363460098,103.8935763
834 HOUGANG CTRL,1.369878403,103.8898597
223C COMPASSVALE WALK,1.388712682,103.8977562
131 CASHEW RD,1.37457987,103.7708718
260 BISHAN ST 22,1.359613768,103.8421874
181 YUNG SHENG RD,1.333692066,103.7219349
928 JURONG WEST ST 92,1.340919078,103.6892449
860 YISHUN AVE 4,1.417822583,103.8398545
555 CHOA CHU KANG NTH 6,1.39628678,103.7436784
101 SIMEI ST 1,1.340849911,103.9514337
518 PASIR RIS ST 52,1.37438915,103.9446033
556 PASIR RIS ST 51,1.367565854,103.9519029
49 TEBAN GDNS RD,1.320989284,103.7381807
288 BISHAN ST 24,1.356939028,103.845176
504D MONTREAL DR,1.450458438,103.823881
101 HOUGANG AVE 1,1.354937478,103.8913606
605 CHOA CHU KANG ST 62,1.398106117,103.7435559
802A KEAT HONG CL,1.374515842,103.7434743
452 CHOA CHU KANG AVE 4,1.380311304,103.735332
110 ANG MO KIO AVE 4,1.37045937,103.8374193
440C FERNVALE LINK,1.392542518,103.878161
290G BT BATOK ST 24,1.343377778,103.7571747
221 ANG MO KIO AVE 1,1.366379383,103.8394823
105 SERANGOON NTH AVE 1,1.370247459,103.870226
256 BISHAN ST 22,1.361318448,103.8426838
108 JLN RAJAH,1.328389357,103.8557509
932 JURONG WEST ST 92,1.341752015,103.6886642
307 TAMPINES ST 32,1.35297508,103.9563536
43 CHAI CHEE ST,1.328346685,103.9256548
914 HOUGANG ST 91,1.377531604,103.8840186
507 PASIR RIS ST 52,1.376626807,103.9445889
634 PASIR RIS DR 1,1.377579269,103.9406596
503 JELAPANG RD,1.384184146,103.7664346
664 CHOA CHU KANG CRES,1.402296185,103.7504385
625B WOODLANDS DR 52,1.43341655,103.8000127
274 BANGKIT RD,1.377156192,103.774823
302B ANCHORVALE LINK,1.387862243,103.8907051
167D SIMEI LANE,1.342873687,103.9592051
618 YISHUN RING RD,1.418735301,103.8357033
403A FERNVALE LANE,1.388930609,103.8732086
271 TOH GUAN RD,1.341681996,103.7462455
225C COMPASSVALE WALK,1.388353528,103.8988383
984D BUANGKOK LINK,1.382373758,103.8809546
125 SERANGOON NTH AVE 1,1.366450633,103.8721108
9 JLN KUKOH,1.287674258,103.8388579
661B JURONG WEST ST 64,1.335993391,103.7056175
321 BT BATOK ST 33,1.361316993,103.7477412
354 KANG CHING RD,1.339157885,103.7209314
62 LOR 4 TOA PAYOH,1.336301401,103.8514884
236 PASIR RIS ST 21,1.374470337,103.9625802
716 CLEMENTI WEST ST 2,1.302409531,103.7628048
719 TAMPINES ST 72,1.358812401,103.9359132
227 CHOA CHU KANG CTRL,1.381182497,103.7459662
617 WOODLANDS AVE 4,1.43389741,103.7957309
437 CHOA CHU KANG AVE 4,1.384109801,103.7406455
438 ANG MO KIO AVE 10,1.366970817,103.8539066
210 PETIR RD,1.374190776,103.7762562
123D RIVERVALE DR,1.386844965,103.9021921
643 WOODLANDS RING RD,1.437696282,103.8015689
338 HOUGANG AVE 7,1.369745688,103.898841
820 TAMPINES ST 81,1.347929653,103.9361199
525 JELAPANG RD,1.386592759,103.7654066
490D CHOA CHU KANG AVE 5,1.376028692,103.7413682
26C JLN MEMBINA,1.282757974,103.8252056
392 TAMPINES AVE 7,1.355192673,103.9574738
873 WOODLANDS ST 81,1.443295229,103.7897468
170 BEDOK STH RD,1.320720112,103.9461111
212 TAMPINES ST 23,1.354434163,103.9544048
203C COMPASSVALE RD,1.386812007,103.8952834
237 BT PANJANG RING RD,1.378567561,103.7706474
636A YISHUN ST 61,1.419542929,103.8396727
624 ANG MO KIO AVE 4,1.381561712,103.8400023
640 ROWELL RD,1.307435479,103.8547139
439 JURONG WEST AVE 1,1.351497687,103.7232438
522 BEDOK NTH AVE 1,1.330663029,103.9269804
288G BT BATOK ST 25,1.345013481,103.7595968
878B TAMPINES AVE 8,1.350926367,103.9291912
826 WOODLANDS ST 81,1.439223598,103.7895095
125 TAMPINES ST 11,1.346314203,103.9501253
505B YISHUN ST 51,1.419241611,103.8449417
815A CHOA CHU KANG AVE 7,1.376078467,103.7469031
195 PASIR RIS ST 12,1.366396509,103.960047
571 HOUGANG ST 51,1.378433438,103.8880231
378 CLEMENTI AVE 5,1.317412042,103.767417
12 TOH YI DR,1.338402743,103.7726858
290A COMPASSVALE CRES,1.396078772,103.8967276
