address,LATITUDE,LONGITUDE
648347,1.35099779872539,103.707593724342
109100,1.27671535398442,103.809208632292
545091,1.39444529636566,103.897812229905
529426,1.34994333795888,103.943402379754
689762,1.38143123987698,103.747153671
768857,1.4273013308197,103.844091119272
649223,1.34471211768915,103.698964212988
659441,1.35940345327924,103.748265393745
088256,1.27546534984202,103.840041087946
659163,1.34942618948433,103.740307576571
458436,1.31996876377748,103.923752668632
649076,1.34883617453427,103.695003812477
099840,1.27489701529771,103.824115781658
469719,1.33405659580859,103.934317528484
737888,1.42896700684852,103.790607539185
738240,1.43485179380236,103.79741434351
757702,1.45168517614776,103.822516208087
158901,1.28559516494962,103.815547410064
099757,1.275022722964,103.828157564896
579767,1.3547230747166,103.844874676599
659762,1.34506349843091,103.75592322797
437259,1.30498489044822,103.899999965407
609647,1.33650394789627,103.736103745748
518798,1.37552831658484,103.934889078518
128104,1.3132658326807,103.756629101811
599986,1.33294800935714,103.783393009829
609476,1.34843859698946,103.733156566858
618310,1.33820397704287,103.718089546664
309918,1.31871860621788,103.83534516884
828671,1.41842322079348,103.905147201163
609558,1.34291981622016,103.740861148879
159016,1.29116965570463,103.824017403629
538882,1.35799653782463,103.890216355459
544974,1.38255066171151,103.89626457548
518935,1.37246063927999,103.957020286115
768960,1.42745159462566,103.848378442893
469701,1.3347253730189,103.941234868202
757714,1.45125024371543,103.815858858929
649930,1.34284013791617,103.712858381937
424821,1.30648535277087,103.911105620496
738853,1.43658270720199,103.791791282236
479226,1.33524602829747,103.921286435321
544969,1.39050830954652,103.887433162937
529565,1.36048786025607,103.948768900518
689189,1.39369034929329,103.746831748711
569299,1.36565018546903,103.851009800453
139648,1.30100441916733,103.785455606827
679287,1.366603668561,103.767412204602
558979,1.35742952269615,103.864009397373
677744,1.3858892193692,103.767794469258
534238,1.37738245231461,103.880805274557
149303,1.29552905587752,103.807648475656
828802,1.39972633289763,103.918346464803
387621,1.32685351993336,103.881002098815
536451,1.36693830877349,103.894114899795
419529,1.32438836310047,103.904374791251
688268,1.40278303219036,103.746801233973
545088,1.38706146494859,103.903202683028
529258,1.35268400746357,103.961676849165
757622,1.45732867302094,103.814075611175
579806,1.34569011530238,103.849453239895
319765,1.33275264711587,103.841847263786
659243,1.35424191127295,103.754165828711
368051,1.34139473351039,103.877852484979
679676,1.37350089986584,103.769417337654
217567,1.31193950204473,103.850544534433
389706,1.31759126757284,103.883845744916
757521,1.45388170417263,103.817174701639
649188,1.3477109654722,103.700467520791
689905,1.37775890093367,103.741832917421
828845,1.4057889942173,103.905191018271
319580,1.3373381935639,103.847148501824
449761,1.30528528687321,103.911553152326
227988,1.30935041274966,103.840950265464
689100,1.39672603497195,103.751817992962
648200,1.33641298743234,103.69970173931
129903,1.31506321827875,103.763144493687
688261,1.38388660469396,103.753924558586
769026,1.42130404159807,103.840792923345
828848,1.39648195114256,103.91233462071
529067,1.35765121877679,103.935246486174
529706,1.34967978969837,103.937016363397
679944,1.38394936211823,103.773632022975
469317,1.32399627990304,103.937745023577
738079,1.43273620725049,103.79023031392
556108,1.3489768083841,103.868467129954
828728,1.40744168163777,103.898762173662
648368,1.33964443629144,103.699024035245
169485,1.28421153855474,103.825951884637
529392,1.35070739237744,103.951399541868
319252,1.34014274139827,103.856175538933
797701,1.38966308328476,103.874088586824
555855,1.3728583654058,103.87477170399
449149,1.30553224180437,103.917570005713
469623,1.33398037894072,103.932015036296
148812,1.29981138884057,103.799964819895
327829,1.32175999964553,103.857628468881
289072,1.33004178068277,103.806397828938
129857,1.31652862942944,103.767682345847
237993,1.29418347842837,103.836018941571
556095,1.36026072476019,103.869712517383
297754,1.34043840661368,103.839811736775
518866,1.37505696315817,103.945289416873
768959,1.43839562897006,103.839309173817
519524,1.37801687647812,103.9392021807
519075,1.36563610941695,103.960861814678
545080,1.39221149906592,103.891180928186
545166,1.38925044778224,103.899527879229
768515,1.42768847665227,103.830425490093
518968,1.37245132722087,103.962922699031
469300,1.31720341663064,103.94575943784
797636,1.3925400930811,103.874984869551
399772,1.31099674009193,103.888352029067
538720,1.37793264345276,103.885643682171
529896,1.34023163951633,103.952080114035
797538,1.39731988228585,103.880137234155
349700,1.3353165382378,103.875528272142
198423,1.30385959862559,103.856955133139
738525,1.44203596557592,103.788339762066
769028,1.41590195697649,103.839100590207
659634,1.34625469092492,103.753303575677
479239,1.33109611001931,103.911005345855
739067,1.43240935732525,103.786035065192
427072,1.31194344271383,103.902902557195
387724,1.32439150290682,103.881624837373
309331,1.31781476118551,103.845633334522
538787,1.37820062547641,103.894667159512
569920,1.36870363392975,103.839705325534
538786,1.37382444075979,103.889307782925
677742,1.38408830917172,103.760174573574
649332,1.34686967259067,103.721559387203
544822,1.38376923022123,103.891354675017
536741,1.3502545600894,103.884846876112
738908,1.44414835451585,103.794545295922
649036,1.34270639669225,103.687588478681
828716,1.40507184758584,103.911200193835
408931,1.32847086658384,103.901298737314
339948,1.3225449659487,103.864715966512
309437,1.3206340835184,103.828164966953
768687,1.41741627551251,103.830143209875
569405,1.37347687878916,103.834253269436
529393,1.35131569890862,103.950551091373
738927,1.43383904037059,103.773643013846
828867,1.39485356081865,103.90857257736
579646,1.3605834338904,103.833020333986
757715,1.4457453096024,103.821152676215
649295,1.34673868889096,103.718457955487
128806,1.31920159956387,103.761095065761
534793,1.37330297140128,103.897575728303
544799,1.39528544463377,103.889416413501
569785,1.38419941907925,103.841411716006
828869,1.40009139510996,103.907847599114
319320,1.33677864390672,103.855341310212
768611,1.43347186925064,103.837755319448
