,address,LATITUDE,LONGITUDE
103,115 BT BATOK WEST AVE 6,1.34918319745272,103.746566795213
104,129 BISHAN ST 12,1.3456922669362,103.850399346338
105,99 WHAMPOA DR,1.32081280371197,103.853803793872
106,612 CLEMENTI WEST ST 1,1.303442198537,103.768633365525
107,134 YISHUN ST 11,1.43237650538302,103.831410877391
108,217 BOON LAY AVE,1.34948623818175,103.711018394035
109,810B CHOA CHU KANG AVE 7,1.37421764851385,103.745467656318
110,166A TECK WHYE CRES,1.38329360087486,103.753025884378
111,886A TAMPINES ST 83,1.35189045340794,103.93226824473
112,158 SIMEI RD,1.34425348635592,103.959602823483
113,450A SENGKANG WEST WAY,1.39446814841577,103.873506723327
114,407B FERNVALE RD,1.38899739157777,103.875147967354
115,89 DAWSON RD,1.29546316937491,103.811785236884
116,958 HOUGANG ST 91,1.37663567897449,103.879787450961
117,203 BEDOK NTH ST 1,1.32574461342215,103.929194613757
118,226 YISHUN ST 21,1.43442564213478,103.836165890965
119,742 PASIR RIS ST 71,1.37695502051909,103.935942403694
120,441 JURONG WEST AVE 1,1.35132731535598,103.720383123794
121,471 PASIR RIS DR 6,1.37415624476148,103.957817720179
122,312A CLEMENTI AVE 4,1.31908894426179,103.764441220265
123,112 TECK WHYE LANE,1.37748545136822,103.751921303308
124,461 SEGAR RD,1.3869743448416,103.771280059955
125,817A KEAT HONG LINK,1.37660757238152,103.748545956804
126,601 HOUGANG AVE 4,1.37067892109565,103.887136594745
127,431 BT PANJANG RING RD,1.38602501192541,103.770847695844
128,570 CHOA CHU KANG ST 52,1.39420126519282,103.744465180235
129,747 JURONG WEST ST 73,1.34761575693698,103.697320999848
130,160 SIMEI RD,1.34517037107871,103.959675912667
131,30 BENDEMEER RD,1.31909343822193,103.863905325578
132,209 ANG MO KIO AVE 3,1.36897079641509,103.843284524871
133,350 CLEMENTI AVE 2,1.31562015307532,103.770191690378
134,442 ANG MO KIO AVE 10,1.36565326940253,103.855232195496
135,473 CHOA CHU KANG AVE 3,1.37961821111761,103.738115482342
136,113 TAO CHING RD,1.33318449829266,103.724354324887
137,768 BEDOK RESERVOIR VIEW,1.33566434343811,103.937321681832
138,132 CLARENCE LANE,1.29225523437497,103.814879807351
139,326 BT BATOK ST 33,1.36257099897669,103.748155537184
140,5 SELETAR WEST FARMWAY 6,1.36257099897669,103.748155537184
141,614 BEDOK RESERVOIR RD,1.332409040218,103.916788909074
142,893D WOODLANDS DR 50,1.43631845206637,103.789947950224
143,228 CHOA CHU KANG CTRL,1.38094750691966,103.746495785208
144,532 PASIR RIS DR 1,1.37127721357216,103.950746618855
145,312 UBI AVE 1,1.32967348010041,103.903784250226
146,27 GHIM MOH LINK,1.30837126346035,103.785133508433
147,166 HOUGANG AVE 1,1.35117566880152,103.888195279031
148,297 CHOA CHU KANG AVE 2,1.3770789738897,103.741911971924
149,657 CHOA CHU KANG CRES,1.40044599472035,103.749872437775
150,960 HOUGANG AVE 9,1.37710251650139,103.878482665421
151,36 DOVER RD,1.37710251650139,103.878482665421
152,154 BISHAN ST 13,1.34662507482215,103.855033173199
153,124 YISHUN ST 11,1.43459029961897,103.831139302902
154,306C PUNGGOL PL,1.40640385188347,103.905958190135
155,602 WOODLANDS DR 42,1.43821741607197,103.796391500509
156,305 BT BATOK ST 31,1.35786100812447,103.747934507941
157,18 TIONG BAHRU RD,1.28572778130037,103.832592401388
158,201B COMPASSVALE DR,1.38831311571148,103.893923639861
159,106C PUNGGOL FIELD,1.39736664207497,103.907562230122
160,725 ANG MO KIO AVE 6,1.37279081671095,103.846911241497
161,666A JURONG WEST ST 65,1.33976799530852,103.701379811858
162,109 YISHUN RING RD,1.43279905704561,103.82864618104
163,391 YISHUN AVE 6,1.42946769237362,103.849171432797
164,929 JURONG WEST ST 92,1.34129441040099,103.689270790909
165,158 MEI LING ST,1.29274038365689,103.802806668414
166,354D ADMIRALTY DR,1.45078388181645,103.818644888494
167,440 ANG MO KIO AVE 10,1.36642789831215,103.854311491141
168,146 MEI LING ST,1.29391477689682,103.804454313969
169,105 CLEMENTI ST 12,1.32271179028812,103.76988810369
170,206B COMPASSVALE LANE,1.38743807067892,103.896932112772
171,553 JURONG WEST ST 42,1.35313192538561,103.718943649817
172,367 TAMPINES ST 34,1.35861946074158,103.960788620104
173,273B BISHAN ST 24,1.35607299328811,103.843470177697
174,821 TAMPINES ST 81,1.34841976685509,103.934649103154
175,623 HOUGANG AVE 8,1.37051387277512,103.882323502346
176,323 TAMPINES ST 33,1.35159004317722,103.958395332025
177,912 JURONG WEST ST 91,1.34135800681512,103.687269647605
178,367 WOODLANDS AVE 5,1.43350424248721,103.786496080056
179,556 ANG MO KIO AVE 10,1.37203236308683,103.857625375797
180,160 WOODLANDS ST 13,1.43333328424957,103.774921567416
181,780E WOODLANDS CRES,1.44800009031143,103.801700391926
182,948 JURONG WEST ST 91,1.34440826739845,103.690958705202
183,107 POTONG PASIR AVE 1,1.33470936894148,103.86841323904
184,154 BT BATOK ST 11,1.34773558349504,103.743984048754
185,115 POTONG PASIR AVE 1,1.33726999806036,103.862806558366
186,403 ADMIRALTY LINK,1.45391726002344,103.816130138927
187,451 PASIR RIS DR 6,1.37146905636813,103.958127973592
188,519 SERANGOON NTH AVE 4,1.37199223431895,103.874590319684
189,171 BT BATOK WEST AVE 8,1.34610021179301,103.740229621691
190,611 CHOA CHU KANG ST 62,1.39974204768206,103.743861775626
191,187 PUNGGOL CTRL,1.39875203407677,103.910880669271
192,608 YISHUN ST 61,1.4207774664772,103.835219474502
193,196B BOON LAY DR,1.34278860969526,103.714301445473
194,628 JURONG WEST ST 65,1.34220416672257,103.699447645211
195,30 MARINE CRES,1.30422279476766,103.911164021354
196,325 BT BATOK ST 33,1.36260161093367,103.747424940339
197,343 WOODLANDS AVE 1,1.43174566146212,103.780658303142
198,204 CHOA CHU KANG AVE 1,1.38079125656246,103.749226658966
199,83 STRATHMORE AVE,1.29464286416414,103.808263951097
200,152 YISHUN ST 11,1.4310397754087,103.834755026459
201,218A BOON LAY AVE,1.34996858706692,103.710539626132
202,518 WEST COAST RD,1.30821759885498,103.758943172302
203,342B YISHUN RING RD,1.43024596089696,103.844838329615
204,439A SENGKANG WEST AVE,1.39187523087505,103.877855405656
205,238 HOUGANG AVE 1,1.35714409402773,103.888970066565
206,637 BEDOK RESERVOIR RD,1.33106690592689,103.903932625793
207,4 BOON KENG RD,1.31569896370315,103.859785170022
208,157 SIMEI RD,1.34462159576141,103.959417493708
209,1 MARINE TER,1.30482902187779,103.918614976369
210,427 BEDOK NTH RD,1.32910888380153,103.92773420389
211,5 CHANGI VILLAGE RD,1.38885339963623,103.986845986484
212,6 FARRER RD,1.31731971195622,103.808057179008
213,517C JURONG WEST ST 52,1.34493630769122,103.720024635155
214,259A COMPASSVALE RD,1.39390590594045,103.896732147073
215,141 MARSILING RD,1.43736870010289,103.77707219926
216,182 STIRLING RD,1.29538263328405,103.804962382031
217,878 TAMPINES AVE 8,1.35221187065647,103.931382253216
218,240 LOR 1 TOA PAYOH,1.34087644567662,103.850829960636
219,413 BEDOK NTH AVE 2,1.33030163704738,103.931086166936
220,838 WOODLANDS ST 82,1.44189998412018,103.791233552562
221,550 SERANGOON NTH AVE 3,1.37270991331545,103.870604794931
222,728 WOODLANDS CIRCLE,1.44288020200672,103.798887777863
223,168 STIRLING RD,1.29002050735811,103.80318804437
224,185 JELEBU RD,1.37935525582195,103.762296482155
225,651A JURONG WEST ST 61,1.33707182045034,103.697938258178
226,807 TAMPINES AVE 4,1.34586624483884,103.936093443277
227,2 BEDOK STH AVE 1,1.32130118793544,103.933299574181
228,60 NEW UPP CHANGI RD,1.32247807692488,103.941254614647
229,138 POTONG PASIR AVE 3,1.33356221015123,103.865458562014
230,118 CLEMENTI ST 13,1.32491798651946,103.771891149087
231,346 YISHUN AVE 11,1.42845935062473,103.843568800254
232,26 TECK WHYE LANE,1.37762112372223,103.755740001262
233,357 YUNG AN RD,1.33682896786791,103.721117649246
234,321B ANCHORVALE DR,1.39056163065421,103.892266218672
235,717B WOODLANDS DR 70,1.44137023315005,103.798542723674
236,47 BENDEMEER RD,1.3233974126952,103.866812029524
237,7 TG PAGAR PLAZA,1.27712012183459,103.843117743777
238,692 HOUGANG ST 61,1.37664719414577,103.886771607076
239,722 PASIR RIS ST 72,1.38096375170476,103.9368903039
240,14A LOR 7 TOA PAYOH,1.3362682080095,103.858315233952
241,65 NEW UPP CHANGI RD,1.32467852779302,103.939770313241
242,334 HOUGANG AVE 5,1.36886216557438,103.897954352984
243,231 HOUGANG ST 21,1.35813059742215,103.887899973852
244,229 ANG MO KIO AVE 3,1.36907645907976,103.838228660084
245,40 TELOK BLANGAH RISE,1.27209926567831,103.823245112725
246,230 TAMPINES ST 24,1.35593242580821,103.952746609869
247,265C PUNGGOL WAY,1.40499728975087,103.898518563343
248,322 SERANGOON AVE 3,1.35175507137606,103.868662430875
249,274B COMPASSVALE BOW,1.38192277086883,103.890875719274
250,219 BISHAN ST 23,1.35739727896901,103.849430241136
251,307 JURONG EAST ST 32,1.34652151786552,103.734843138868
252,112 SERANGOON NTH AVE 1,1.36919996934693,103.871588808817
253,53 TEBAN GDNS RD,1.32137709718444,103.737577593659
254,223 YISHUN ST 21,1.43436727337775,103.835602685564
255,252 KIM KEAT LINK,1.33121483034864,103.857241754706
256,892 TAMPINES AVE 8,1.34901282859006,103.929242816227
257,127 MARSILING RISE,1.43811941766036,103.779464277078
258,663A PUNGGOL DR,1.40024347553794,103.917080046799
259,272 TOH GUAN RD,1.34210413117254,103.745408699132
260,351B CANBERRA RD,1.45086077228911,103.819972769999
261,832 HOUGANG CTRL,1.37063420184209,103.88979902893
262,580 HOUGANG AVE 4,1.37895224615238,103.886776999855
263,543 JURONG WEST ST 42,1.35186325238554,103.715798646003
264,421 WOODLANDS ST 41,1.42777430170853,103.774621743717
265,308B PUNGGOL WALK,1.40780265306018,103.899609389645
266,670 JLN DAMAI,1.33251871785385,103.908283298037
267,547B SEGAR RD,1.38843774527561,103.769252590551
268,607 SENJA RD,1.38251965138698,103.761516280011
269,523A TAMPINES CTRL 7,1.35937098724463,103.938378633561
270,17A TELOK BLANGAH CRES,1.27738260692574,103.821603980031
271,226 PASIR RIS ST 21,1.37101212062638,103.961725872647
272,304 SERANGOON AVE 2,1.35381345296971,103.867773013876
273,975 JURONG WEST ST 93,1.34024147892312,103.693549591586
274,528 WOODLANDS DR 14,1.43148927213394,103.792558417494
275,547 WOODLANDS DR 16,1.43016231215264,103.792987552444
276,502 JURONG WEST AVE 1,1.35043775790143,103.718113766987
277,670A EDGEFIELD PLAINS,1.40538341177792,103.912960755392
278,288E BT BATOK ST 25,1.34551240744243,103.758897488955
279,810 WOODLANDS ST 81,1.44267221161224,103.788152306679
280,220C BEDOK CTRL,1.32553175509019,103.933854539923
281,102 TECK WHYE LANE,1.377082841385,103.754394432037
282,9 TOH YI DR,1.33830479751081,103.773541593643
283,554 WOODLANDS DR 53,1.43210416367253,103.796490812112
284,718 BEDOK RESERVOIR RD,1.3366305993765,103.92574851611
285,867 WOODLANDS ST 83,1.4421626707832,103.793129598776
286,430 TAMPINES ST 41,1.35955258080538,103.950148194163
287,107 PASIR RIS ST 12,1.36750966709317,103.957518917808
288,455 SIN MING AVE,1.35872842612016,103.830642754421
289,105 JLN RAJAH,1.32857909987613,103.85387252356
290,604 ELIAS RD,1.37624527808676,103.943264774803
291,251 YISHUN RING RD,1.43474844778898,103.841387188373
292,210 BT BATOK ST 21,1.34548008232168,103.74995609585
293,462 CLEMENTI AVE 3,1.31109876019725,103.765906379277
294,899 TAMPINES ST 81,1.34652914183515,103.935453703307
295,285B TOH GUAN RD,1.33842394940897,103.746854853224
296,456 CHOA CHU KANG AVE 4,1.3790217623655,103.735214746213
297,157 LOR 1 TOA PAYOH,1.33220626321248,103.845452861739
298,4C ST. GEORGE'S LANE,1.32219497416293,103.860831758253
299,420 BEDOK NTH ST 1,1.32774467875638,103.928874390405
300,314 HOUGANG AVE 5,1.36476465177918,103.894218784179
301,83 REDHILL LANE,1.28686897459749,103.819435857134
302,242 HOUGANG ST 22,1.35738897663765,103.892167860466
303,4 TECK WHYE AVE,1.38193929484651,103.752806721707
304,331C ANCHORVALE ST,1.39557791060487,103.889773699699
305,631 CHOA CHU KANG NTH 6,1.39660961102945,103.748105174635
306,503B CANBERRA LINK,1.45039456451382,103.822066427146
307,28 BENDEMEER RD,1.31869832503738,103.863232193576
308,709 YISHUN AVE 5,1.4285690021208,103.827735428264
309,654B JURONG WEST ST 61,1.33616115230184,103.697939902097
310,54 GEYLANG BAHRU,1.32388371941336,103.867864793507
311,411 PASIR RIS DR 6,1.37250231968128,103.95436666146
312,446 CHOA CHU KANG AVE 4,1.3807129959352,103.73689142472
313,255 BANGKIT RD,1.37958663519485,103.773053180398
314,403 PANDAN GDNS,1.32032964075934,103.74939013157
315,364 TAMPINES ST 34,1.35693800952142,103.959873498292
316,836 TAMPINES ST 82,1.35057689370412,103.935204807585
317,163A RIVERVALE CRES,1.38955889926807,103.908816898252
318,1A WOODLANDS CTR RD,1.38955889926807,103.908816898252
319,216C COMPASSVALE DR,1.3904736106701,103.894318118954
320,893C WOODLANDS DR 50,1.43631842730197,103.790460126264
321,758 PASIR RIS ST 71,1.37682423712117,103.933319512718
322,731 YISHUN ST 72,1.42834858574606,103.831116272448
323,436 FAJAR RD,1.38225913645163,103.770268856173
324,526 CHOA CHU KANG ST 51,1.39135405427241,103.74189333792
325,275A COMPASSVALE LINK,1.38287416215524,103.894603741377
326,196D PUNGGOL FIELD,1.39966081419517,103.907234511303
327,606 ELIAS RD,1.37666666959382,103.942648434105
328,292 TAMPINES ST 22,1.35018359420823,103.955775653808
329,636 PASIR RIS DR 1,1.37679048572738,103.94074158245
330,536 PASIR RIS DR 1,1.3706314383911,103.94982763028
331,744 YISHUN ST 72,1.42933705820036,103.834043041983
332,532 ANG MO KIO AVE 10,1.37380851539559,103.854594160601
333,514 JURONG WEST ST 52,1.34674845635984,103.720153220929
334,129 BEDOK NTH ST 2,1.32755443192195,103.938030484223
335,503 PASIR RIS ST 52,1.37570879771449,103.9454817676
336,124B RIVERVALE DR,1.38829484016053,103.903158523662
337,129 BT MERAH VIEW,1.28357870505897,103.823819207962
338,605 JURONG WEST ST 62,1.33845797373748,103.699564382012
339,32 GHIM MOH LINK,1.3100634072092,103.784498087029
340,354 CLEMENTI AVE 2,1.31351386405455,103.770861088889
341,435C FERNVALE RD,1.39359978788204,103.876912987517
342,837 JURONG WEST ST 81,1.34307733543561,103.692906024314
343,715 JURONG WEST ST 71,1.34374461019775,103.696418783167
344,646 PUNGGOL CTRL,1.398148804861,103.915780890415
345,722 TAMPINES ST 72,1.35989254496234,103.935859341782
346,246 YISHUN AVE 9,1.43509085774181,103.84269104902
347,647 JURONG WEST ST 61,1.34011129118365,103.697388088289
348,23 HOUGANG AVE 3,1.36486666416769,103.890727960772
349,637 CHOA CHU KANG NTH 6,1.3973795253429,103.748139020342
350,164A RIVERVALE CRES,1.39007029696728,103.907273221559
351,84 TELOK BLANGAH HTS,1.27685313589348,103.809948605569
352,688A CHOA CHU KANG DR,1.40396387456119,103.750566306243
353,256 TAMPINES ST 21,1.35323572708512,103.949946614899
354,201 JURONG EAST ST 21,1.3364056697524,103.743075430286
355,233 JURONG EAST ST 21,1.34037462134713,103.740936554727
356,630 PASIR RIS DR 3,1.3783821527515,103.941096778597
357,842C TAMPINES ST 82,1.35092895351478,103.936758459605
358,474 SEMBAWANG DR,1.4507121028977,103.816543560672
359,162A RIVERVALE CRES,1.39035961258595,103.907636739734
360,202 YISHUN ST 21,1.43066191912434,103.837334321945
361,26A JLN MEMBINA,1.28306228472371,103.826059892794
362,602 HOUGANG AVE 4,1.37123297855584,103.88691800304
363,104 TECK WHYE LANE,1.37708162127187,103.752870448301
364,642 HOUGANG AVE 8,1.37169878879803,103.879948293051
365,406B FERNVALE RD,1.38842869026139,103.87432292478
366,23B QUEEN'S CL,1.29407333493258,103.800026532056
367,363 HOUGANG AVE 5,1.36990038425157,103.896393480429
368,335 SEMBAWANG CL,1.44716347336281,103.815013547479
369,111 CLEMENTI ST 13,1.32321605375506,103.771126100117
370,716 YISHUN ST 71,1.42621096565013,103.827704108295
371,645 PASIR RIS DR 10,1.37841964903681,103.937790479995
372,34 BEDOK STH AVE 2,1.32205652925918,103.93835472666
373,3 HOLLAND CL,1.30820871253395,103.796638881502
374,113 SIMEI ST 1,1.34285425567354,103.94988040818
375,5 TOH YI DR,1.33820236785945,103.774522626293
376,155 LOR 1 TOA PAYOH,1.33279631135029,103.845588638625
377,104 BEDOK NTH AVE 4,1.3332985212474,103.936601473643
378,70B TELOK BLANGAH HTS,1.27674945693288,103.810541543465
379,605 WOODLANDS DR 42,1.43718559497069,103.797090396025
380,818 TAMPINES ST 81,1.34797229492491,103.93683820272
381,36 CIRCUIT RD,1.32902607919001,103.88693079734
382,121D CANBERRA ST,1.44703776237182,103.833923460819
383,106 SPOTTISWOODE PK RD,1.27356673846343,103.83405815603
384,408 BEDOK NTH AVE 2,1.32852320209845,103.932856033158
385,308C ANCHORVALE RD,1.3892274723179,103.886844686117
386,574B WOODLANDS DR 16,1.42968120982977,103.79721983981
387,252 PASIR RIS ST 21,1.36817271834193,103.962563714825
388,209 TOA PAYOH NTH,1.34185348292638,103.84481468336
389,678D JURONG WEST ST 64,1.34486489552662,103.703395356177
390,313 WOODLANDS ST 31,1.43080387256595,103.776172390442
391,31 HOLLAND CL,1.30697526832762,103.797080329252
392,443 ANG MO KIO AVE 10,1.36604388871674,103.855368968681
393,231 CHOA CHU KANG CTRL,1.38008135969444,103.746113120679
394,1 EVERTON PK,1.27742654288695,103.840001188095
395,422 ANG MO KIO AVE 3,1.36799988809778,103.851873942231
396,64 MARINE DR,1.3021128018146,103.909481434662
397,365B UPP SERANGOON RD,1.36920419004326,103.897512942583
398,329 ANG MO KIO AVE 3,1.36659908629034,103.846874419073
399,297 TAMPINES ST 22,1.35114990913318,103.954792487016
400,309 HOUGANG AVE 5,1.36620554681345,103.895152424666
401,206 CLEMENTI AVE 6,1.32150115847495,103.762228657544
402,227A COMPASSVALE DR,1.38704469838429,103.900358656438
403,112 YISHUN RING RD,1.43416864539746,103.829054979214
404,405 HOUGANG AVE 10,1.37404969557747,103.896459281626
405,880 TAMPINES AVE 8,1.35132608158852,103.931478803668
406,283 CHOA CHU KANG AVE 3,1.37970871614932,103.742871205952
407,520 JURONG WEST ST 52,1.34609883764925,103.717876373079
408,662 YISHUN AVE 4,1.42053932360735,103.840690129891
409,117 PENDING RD,1.37730128071547,103.767979335905
410,110 LOR 1 TOA PAYOH,1.34155275067394,103.846385947783
411,210 BOON LAY PL,1.34764592847862,103.7129331836
412,638 CHOA CHU KANG ST 64,1.39780651380058,103.748372512668
413,245 SERANGOON AVE 2,1.35244085702094,103.869177479529
414,80 LOR 4 TOA PAYOH,1.33526346112013,103.848516803547
415,636 CHOA CHU KANG NTH 6,1.39727775331581,103.748932039354
416,628A WOODLANDS RING RD,1.43497477389557,103.800850684514
417,361 YISHUN RING RD,1.42832475935828,103.845908268643
418,937 HOUGANG ST 92,1.37474487311265,103.879297103173
419,323B SENGKANG EAST WAY,1.39209550650234,103.89255070806
420,10 YUNG KUANG RD,1.39209550650234,103.89255070806
421,526 JELAPANG RD,1.38545862945551,103.765218708925
422,805 YISHUN RING RD,1.41742722691875,103.831588869701
423,329 BT BATOK ST 33,1.36312633682463,103.747418527269
424,512 WEST COAST DR,1.30995900089387,103.760210268491
425,244 HOUGANG ST 22,1.35807253232842,103.891946844004
426,220 PASIR RIS ST 21,1.36987234164767,103.961582597621
427,387 TAMPINES ST 32,1.35530314366791,103.958776201426
428,15 TECK WHYE LANE,1.37913357256794,103.7547387164
429,231 BT BATOK EAST AVE 5,1.34908254998383,103.754518186115
430,254 COMPASSVALE RD,1.39426775060559,103.899751739048
431,713 CLEMENTI WEST ST 2,1.3041278418713,103.762206285308
432,542 WOODLANDS DR 16,1.42773187485332,103.793625057871
433,331A ANCHORVALE ST,1.39594975733852,103.890467920512
434,914 TAMPINES ST 91,1.34902777063214,103.939568394541
435,659 WOODLANDS RING RD,1.43599797313423,103.799065756645
436,849 YISHUN RING RD,1.4169831658118,103.835218177871
437,185 EDGEFIELD PLAINS,1.39806814684992,103.910166919016
438,533 SERANGOON NTH AVE 4,1.37453577975309,103.874598251793
439,257 BOON LAY DR,1.34582026038181,103.7082523716
440,359 YUNG AN RD,1.33611140347869,103.721401018416
441,543 BEDOK NTH ST 3,1.33033659434823,103.923223544145
442,752 JURONG WEST ST 74,1.34852762746799,103.699428834965
443,333 HOUGANG AVE 5,1.36849761537181,103.898423005409
444,406 WOODLANDS ST 41,1.42940389596979,103.772728145323
445,30 TEBAN GDNS RD,1.3208228255704,103.73907552675
446,418 JURONG WEST ST 42,1.35114454366715,103.726473130998
447,561B JURONG WEST ST 42,1.35477102717501,103.71967262747
448,290C BT BATOK EAST AVE 3,1.34409580185561,103.757275306688
449,194 BISHAN ST 13,1.34829912335443,103.851419417474
450,107 BT PURMEI RD,1.27310165475122,103.824508572172
451,445 CLEMENTI AVE 3,1.31335932628171,103.763902569669
452,24 TELOK BLANGAH CRES,1.27540949062767,103.820660541826
453,629 HOUGANG AVE 8,1.36995412441592,103.881217930961
454,43 MARINE CRES,1.3055188809192,103.913021967404
