address,mrt,mrt_dist,num_mrt_1km,mall,mall_dist,num_mall_1km,supermarket,supermarket_dist,num_supermarket_1km,hawker_dist,num_hawker_1km,park_dist,num_park_1km,school,school_dist,num_school_1km,number_school_btw_1km_2km,cityhall_dist
271 BANGKIT RD,PENDING LRT STATION,0.324113790271587,4,Fajar Shopping Centre,0.8282526069111408,1,670256,0.24233793083096644,5,0.17784941993693326,1,0.49558129271716717,4,679002,0.5429382809199752,3,4,12.713047498752438
482 SEGAR RD,SEGAR LRT STATION,0.33495170647422834,3,Fajar Shopping Centre,0.5870871197082664,2,670547,0.31899725889732794,5,1.248278236455901,0,1.763270419208996,0,679944,0.5952616724437402,3,3,13.836336598721264
180 BISHAN ST 13,BISHAN MRT STATION,0.47685276879111865,2,Junction 8,0.4603189138949801,2,570510,0.30378464102523267,4,0.9370344815644651,1,0.7387847507473957,3,579793,0.3089595323044037,2,10,6.119552848566558
332 YISHUN RING RD,YISHUN MRT STATION,0.9485093386305157,1,Northpoint City,0.8600232804688461,1,760327,0.12692627734313078,12,0.6190936919732342,1,0.5444345946041954,2,768857,0.35696729232741436,4,5,15.213941552833134
461 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.44300495300476056,1,321 Clementi,0.18625672860803338,4,120451,0.1841244585923583,9,0.3182909039630156,5,0.31743650824545727,4,129903,0.5686434158693565,2,2,9.733536689757486
794 YISHUN RING RD,KHATIB MRT STATION,0.29828240164056014,1,Wisteria Mall,1.032997962800725,0,769092,0.2795353528057933,5,1.3337656752771536,0,1.0770128357919078,0,768687,0.36341912732995907,4,5,14.19519966217865
305 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.44104349445914537,1,Eastpoint Mall,1.1191849924216266,0,524201,0.25482207965942516,7,1.4590507548141092,0,0.8580370443122624,2,529392,0.5322125689321775,5,5,13.286038335902283
765 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.742928894448935,1,Woodlands Mart,0.1399345475708194,4,730768,0.1351907777562287,13,0.7831039686348622,1,1.6640461557945494,0,738908,0.32709211670456956,3,7,17.969440774107266
340 WOODLANDS AVE 1,MARSILING MRT STATION,0.7980581376763294,3,Marsiling Mall,0.2977131548281933,3,739065,0.19754721196659336,7,0.3028836349411362,1,0.6290024303186087,1,739063,0.33600501886015016,3,5,17.179546191080604
121C SENGKANG EAST WAY,BAKAU LRT STATION,0.19890523675836172,4,Rivervale Plaza,0.40788141214007384,2,540118,0.38932906940255685,3,1.5077153454228935,0,0.6186620327089555,1,545088,0.2568019132444088,3,11,11.888873487434164
937 JURONG WEST ST 91,PIONEER MRT STATION,0.9717257823530546,1,Pioneer Mall,0.7931348804775991,1,640962,0.17379792062741217,4,0.824348135622199,1,0.632749344838035,1,649036,0.27960309816909407,3,4,18.828248018879176
385 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.5228695461745044,1,HillV2,1.3386200841199174,0,651395,0.11313533883467403,5,1.4701907094312665,0,0.7824911316044763,4,659401,0.3324264590100804,2,4,13.56359002184248
142 PETIR RD,PETIR LRT STATION,0.2028336604887064,8,Bukit Panjang Plaza,0.5557181351569753,4,673443,0.5045083454596263,8,0.5266154209816809,1,0.4908537891517023,7,679676,0.36085007411333847,2,6,13.127979154706571
525 BEDOK NTH ST 3,BEDOK RESERVOIR MRT STATION,0.3791381432409125,1,Djitsun Mall,0.9379124183748341,2,460509,0.2566437842241983,9,0.19706537550084696,3,0.5765260278254227,2,469623,0.29410670973624486,4,5,9.7598048541054
149 RIVERVALE CRES,RUMBIA LRT STATION,0.061862408835361024,7,Rivervale Mall,0.12544326787180132,3,545082,0.14623336812297746,4,1.7670294396306798,0,0.1853703966192142,1,545092,0.21829912124156847,7,11,12.397936912715776
66 LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.5444660182798603,2,HDB Hub,0.48940034663942816,1,310181,0.1779872687271667,8,0.05685896489453734,6,0.6480328122363331,1,319320,0.44195761549188206,3,8,4.629323204590434
201 BISHAN ST 23,BISHAN MRT STATION,0.4825434204494834,2,Junction 8,0.5457793256076205,2,570279,0.42493723421875473,4,1.0104173508730456,0,0.5063628226963884,7,579767,0.23363918232281006,2,11,6.8699255371024455
590B MONTREAL LINK,SEMBAWANG MRT STATION,0.7892068490631341,2,Canberra Plaza,0.8149833436104933,3,750505,0.5047678219372211,8,0.528143123281185,1,0.276485201315337,1,757702,0.5364273440517434,2,6,17.57423679222195
685B WOODLANDS DR 73,ADMIRALTY MRT STATION,0.5777378335574624,1,Admiralty Place,0.48472845881070126,1,730691,0.07809389140231923,6,0.6245516373025185,1,2.0011692081490655,0,737942,0.2231138382097771,3,8,17.162863487980626
121B CANBERRA ST,CANBERRA MRT STATION,0.7160266901322496,1,Canberra Plaza,0.6357718812688058,1,750105,0.21018200243666513,3,1.303030274125454,0,0.5902553046394743,2,768959,1.2024744528217486,0,7,17.22687006596714
776 WOODLANDS CRES,ADMIRALTY MRT STATION,0.8389588046590619,1,Woodlands Mart,0.3252099310385875,2,730780,0.14716625061433217,11,0.906065896260739,1,2.01666021079493,0,737803,0.26433958209015807,3,7,18.090762800880007
250 BISHAN ST 22,ANG MO KIO MRT STATION,1.1120733902703168,0,AMK Hub,0.997185142899596,1,570279,0.4859377620211001,6,0.5536235584167175,3,0.37464266770855725,3,579767,0.7691642643440637,3,7,7.623980342633057
653 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.3528438624684378,1,Admiralty Place,0.3842089284165088,4,730676,0.263298101678386,7,0.27608942174893564,1,2.005155905415621,0,738240,0.3999391827926832,5,5,17.076541685816203
23 SIN MING RD,UPPER THOMSON MRT STATION,0.17362427490240281,2,Thomson Plaza,0.5468697584015055,1,574424,0.2784689439445354,5,0.291764633591806,1,0.16304064397751925,9,579646,0.7563076566544565,1,4,7.003670073815981
434 TAMPINES ST 43,TAMPINES EAST MRT STATION,0.4736014973749174,2,Tampines Mall,1.0692735675767275,0,520475,0.20684491194791474,7,1.4501793967784546,0,0.6101372155745771,2,529565,0.34521261228710165,4,10,13.276113667621871
14A TELOK BLANGAH CRES,TIONG BAHRU MRT STATION,1.1660657423668943,0,Tiong Bahru Plaza,1.1892972945755158,0,90008,0.15461062336667716,4,0.2365811450524739,5,0.3914801040994378,1,99840,0.49215652007651184,3,3,3.875953661584436
214 BOON LAY PL,LAKESIDE MRT STATION,1.1118398155456286,0,Boon Lay Shopping Centre,0.29778542225400556,1,640221,0.29406456976820533,5,0.42547101804993526,2,1.160153514300675,0,648347,0.5552839495896303,3,7,16.74442644172533
228 BISHAN ST 23,BISHAN MRT STATION,0.780681993743427,2,Junction 8,0.8550389942848989,2,570279,0.341494024612298,4,0.700908754534723,1,0.3926902111574139,5,579767,0.4143005803985783,3,7,7.189205132307579
607 CLEMENTI WEST ST 1,CLEMENTI MRT STATION,1.2183602403065479,0,West Coast Plaza,0.20068925849448935,2,127371,0.23208965889038538,5,0.4030776688363489,1,0.5872765809144148,4,129903,1.306899695514348,0,5,9.447097389204746
29 HAVELOCK RD,TIONG BAHRU MRT STATION,0.5716765912363259,1,Great World City,0.47847962719180787,2,169651,0.4043586641336736,11,0.22060691657130882,5,0.1871343711622245,4,237993,0.7696670156560212,3,4,2.35646974541949
895 TAMPINES ST 81,TAMPINES WEST MRT STATION,0.7987450407811675,1,Our Tampines Hub,1.1455956585307003,0,520823,0.2907389715622327,5,1.1276173248109673,0,1.0987627336891954,0,529706,0.6389240057240333,2,7,10.719920693314137
770 YISHUN AVE 3,YISHUN MRT STATION,0.6279189515964803,2,Northpoint City,0.6971811955164957,1,760761,0.1508228526793522,10,0.8737918296725975,1,0.7613141919081219,3,768515,0.40824640795951933,3,7,14.688430580179372
636 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.4529306528150373,1,Admiralty Place,0.31278389703469484,2,730693,0.17973299170112347,6,0.40556604847463495,1,2.2398944222780655,0,737942,0.40417965680704854,3,7,16.81264951637431
139 PETIR RD,PENDING LRT STATION,0.20159039240445584,6,Bukit Panjang Plaza,0.7769031358118984,3,670205,0.519997869409786,7,0.4016714565579506,1,0.34137709491054163,7,679676,0.20601304737176715,3,5,12.908723286299024
219 PASIR RIS ST 21,PASIR RIS MRT STATION,1.4461132092797044,0,Loyang Point,0.44853634239189755,1,510440,0.33462142565718345,4,1.2201386162912098,0,0.8165184416204938,2,518968,0.3780406836460551,3,4,14.82584838089654
142 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.4997847552046268,0,myVillage At Serangoon Garden,0.9762254625454445,1,552152,0.2747343204443291,5,0.8634646460160544,2,0.4555783381442232,5,555855,0.617826674809696,2,5,8.554348704108905
308A PUNGGOL WALK,SUMANG LRT STATION,0.284258493483149,8,Waterway Point,0.18735163969057483,1,828761,0.1986568188029542,9,0.42675069296594087,1,0.5550757824222987,1,828728,0.2514260960911864,4,9,13.795763709391085
842 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.7404090113141157,2,Our Tampines Hub,0.5193136691983601,4,520829,0.3011443549664188,8,0.48142401285881986,1,1.2618843288012824,0,529706,0.25659587338390705,4,7,11.367497332624977
129 PENDING RD,PENDING LRT STATION,0.11705734805831865,6,Bukit Panjang Plaza,0.8098990049284542,3,670256,0.46880366606242757,7,0.3181696613081086,1,0.32670997574879235,7,679676,0.2656610012300089,3,4,12.885768164047402
202 BEDOK NTH ST 1,BEDOK MRT STATION,0.2869010668006788,1,Bedok Mall,0.17371075365087574,3,467360,0.1633086971673074,11,0.30332542482341107,4,0.6746321084714679,4,469680,0.6321978435978615,2,7,9.187065486402215
165 TAMPINES ST 12,TAMPINES MRT STATION,0.4544789700242507,3,Tampines Mall,0.3837280106868909,4,521107,0.2743654042748543,11,0.42334353936119923,2,1.1163969513407945,0,529426,0.28370851820717635,7,5,12.14728356603525
182 BISHAN ST 13,BISHAN MRT STATION,0.45074691587903604,2,Junction 8,0.4782578725941644,2,570512,0.3583625324551323,4,1.1099854010221468,0,0.7889820698038175,2,579793,0.236632291835871,2,10,6.31018854333836
485 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.9394519359959144,1,Sun Plaza,0.9962739957528715,1,750463,0.16538513304389418,9,1.07925381421564,0,1.6464178708945851,0,757622,0.2220557886696632,4,2,18.497463326011037
308 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.5897144526963739,1,West Mall,1.658899281354596,0,600345,0.42386191497377235,4,0.40071125951294806,2,1.300800450836815,0,609476,0.20215623946870176,3,3,14.376411422501514
617 HOUGANG AVE 8,HOUGANG MRT STATION,0.9753020450154196,1,Hougang 1,0.859287501330842,1,530642,0.5067387546534794,5,0.6845747612473783,1,0.35894191482442894,7,538784,0.2956463183562773,4,7,9.133957449694392
497D TAMPINES ST 45,TAMPINES EAST MRT STATION,0.5774035129488106,1,Loyang Point,1.0428983751992467,0,521487,0.1765109913889324,5,1.8187817801102744,0,0.8645100283703594,2,529258,0.7391306509949626,2,7,13.95339310749459
330 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.3052087165169253,1,Grantral Mall,0.29888171510862954,3,120451,0.2921387240104297,8,0.34730043567001584,4,0.6466212801369791,3,129857,0.30803097528961226,3,2,9.647816588290162
708 JURONG WEST ST 71,PIONEER MRT STATION,0.601410083767747,1,Pioneer Mall,0.32202128968644483,2,640962,0.3123032852878395,4,0.35589012465542413,1,0.5316783733464177,1,648368,0.5898253590783334,7,1,18.36706088957578
508 WOODLANDS DR 14,WOODLANDS MRT STATION,0.5245660741349066,3,Vista Point,0.3967520454684434,4,732570,0.11913963302880028,6,1.2119700792637411,0,1.3530702492864863,0,738079,0.07718011469433915,5,6,16.820810623562007
452B SENGKANG WEST WAY,FERNVALE LRT STATION,0.31980515918229174,4,The Seletar Mall,0.33511482202039883,2,791447,0.23056161528542274,7,0.4084575988518848,1,0.6025522750155256,4,797636,0.16170849290177974,3,4,11.372148987107108
725 JURONG WEST AVE 5,PIONEER MRT STATION,0.870706803105336,1,Gek Poh Shopping Centre,0.36385394217641603,2,640763,0.36962644077272533,4,0.464973402131451,1,0.7909531270870923,2,649223,0.16132068094601187,4,5,18.120561287415825
780B WOODLANDS CRES,ADMIRALTY MRT STATION,0.924128070936184,1,Woodlands Mart,0.48694705541432215,1,730780,0.06660085978486698,10,0.9971740390455451,1,2.1745417695920324,0,737803,0.23529519042264924,3,7,18.13803149729606
633 JURONG WEST ST 65,PIONEER MRT STATION,0.6648068832273393,2,Pioneer Mall,0.2963662969342215,3,640638,0.2913773732484027,6,0.3086854392422737,1,0.959868089912596,2,649223,0.16567884636001715,5,4,17.87329478339923
111 WHAMPOA RD,BOON KENG MRT STATION,1.0031149386493694,0,HDB Hub,1.0467810683771779,0,320074,0.270686279084328,10,0.42008385963785144,4,1.0154360373373295,0,327829,0.5575950022414677,1,8,3.7267615693510248
115 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.27092989269618867,8,Rivervale Mall,0.44855787325617785,2,820108,0.2344565363452255,5,1.46974689499587,0,0.5496475264504632,1,828867,0.14937792615332973,6,10,12.84318011478894
31 BEDOK STH AVE 2,BEDOK MRT STATION,0.9195164675879445,1,Bedok Mall,1.0095853319022359,0,461057,0.4024837350552238,6,0.3546219124684078,4,0.4886359054871235,5,469317,0.11817830410534856,1,6,10.139826324998559
335 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.7541114680482667,1,AMK Hub,0.726287297753239,2,563316,0.3700968921469809,3,0.28926867752374114,3,0.4240567164847319,2,569299,0.2721551211352063,3,6,7.748501117657005
871C TAMPINES ST 86,TAMPINES MRT STATION,1.3083971649752424,0,Our Tampines Hub,1.079164358656985,0,523872,0.1661095865516619,6,0.9806477730122177,1,1.4843373106249307,0,529067,0.442155428542278,2,4,11.287450637493569
606 YISHUN ST 61,KHATIB MRT STATION,0.5734650943848315,2,Wisteria Mall,0.6658125285331212,2,760849,0.49644508215275246,12,1.0230146660243715,0,0.7769640133010425,2,769026,0.49797170927686485,4,6,14.28149650745371
336 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.4755602901556776,1,Grantral Mall,0.5267876140795269,3,120345,0.11445837886676613,8,0.31187828892640224,2,0.8396819315927513,1,129857,0.17317711469189992,3,2,9.574193520552978
166 YISHUN RING RD,CANBERRA MRT STATION,0.7829901511566716,2,Canberra Plaza,0.8096786723795947,3,760293,0.6678201169145139,9,0.6341586314075147,1,0.41380973098409235,2,768643,0.34190576284561736,5,4,15.989464070477544
808 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.28414017204095743,1,Our Tampines Hub,0.8799825166841281,1,520829,0.3271691083753664,4,0.9116988076954711,2,1.314264415276293,0,529706,0.3683086606611861,3,10,11.056290071057452
791 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.3583564788967314,1,Yew Tee Point,0.40518569543922717,3,689715,0.3426139895177386,3,1.5638716575703366,0,0.6836291408339433,2,689100,0.2408646375443979,4,4,16.037211904603055
633D SENJA RD,SENJA LRT STATION,0.37566965468045727,5,Junction 10,0.4768834511537687,5,670628,0.08695496434322258,8,0.3330622577949577,1,0.9996242474042404,1,677742,0.08603628438299456,4,6,14.424687790117412
524 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.9382282615496167,0,Hougang 1,0.8084316607360256,1,552542,0.19398654769574075,5,1.1664705831002942,0,0.7949496238615927,5,555855,0.21386886922863438,1,7,9.096387264809207
802 YISHUN RING RD,KHATIB MRT STATION,0.18616680191778184,1,Wisteria Mall,1.0598114478558909,0,769092,0.17856963035845574,5,1.4720233182589726,0,0.9485810977246015,1,768687,0.21889159056268717,2,6,14.04717828236354
151 WOODLANDS ST 13,MARSILING MRT STATION,0.32242577648597187,1,Marsiling Mall,0.662294451128394,1,730182,0.20148226074718492,5,0.6516530265070671,2,0.5372172289182433,2,738927,0.1874215257200504,2,5,17.957015481225802
664 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.6016853131500124,1,888 Plaza,0.2947839752201697,3,730888,0.2947839752201697,7,0.5239104467037267,1,1.9607906528764225,0,738240,0.15493483981004683,6,4,16.929734022911518
602 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.7129958583002627,3,Djitsun Mall,2.0316476576185263,0,470631,0.5468775167357021,3,0.5029375922625712,1,0.41448222137109353,3,479239,0.20361051604881902,2,4,7.74349819885831
439 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.5955167146964664,1,AMK Hub,0.6551269552579337,2,560574,0.6026472466610533,5,0.38374057344455725,4,0.592529218508146,2,569299,0.2856727371161148,3,5,8.089541922825605
35 LIM LIAK ST,TIONG BAHRU MRT STATION,0.4627664856194957,2,Tiong Bahru Plaza,0.4718830153341149,2,169252,0.19501046992591037,12,0.14633208592546956,5,0.18151985486094585,5,169485,0.5742309588679523,1,6,2.4993629030895517
427 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.5603443723080632,1,AMK Hub,0.6758649133918143,2,560574,0.2698670008932724,6,0.23269686150970925,5,0.49414094274864623,1,569228,0.3983416559153553,2,5,8.426501138342378
892A WOODLANDS DR 50,WOODLANDS MRT STATION,0.3070648274059589,2,Woodlands Civic Centre,0.46236927922871135,5,730900,0.4531817678002851,6,1.1798981302909561,0,1.2043073338388,0,738853,0.16920482644535864,7,5,17.347665309492704
58 CIRCUIT RD,MACPHERSON MRT STATION,0.34131648157954764,3,Paya Lebar Square,0.9667378305525928,1,380114,0.36612673154604436,5,0.2060771231534442,4,0.3829828601744554,2,387724,0.5420572382830096,3,4,5.205936059110348
6 HOLLAND CL,BUONA VISTA MRT STATION,0.5165775261488786,4,Holland Road Shopping Centre,0.3498155304898517,5,278967,0.3473072223266228,8,0.2990126856841695,6,0.5111468341161233,6,148812,0.9622672075305998,1,3,6.502654554856052
432A SENGKANG WEST WAY,FERNVALE LRT STATION,0.33242505860242183,4,The Seletar Mall,0.3820035705680286,1,797653,0.39545056045236,6,0.3498280398976983,1,0.6034500680253813,3,797636,0.3473232850631983,3,5,11.578894657752038
16 REDHILL CL,REDHILL MRT STATION,0.3815192829311759,1,Tiong Bahru Plaza,1.0971783906623405,0,150086,0.189572551701349,8,0.18656100517714538,5,0.7819058585555871,1,158901,0.18916650735008206,2,5,3.956459026774578
286 BISHAN ST 24,BISHAN MRT STATION,0.964382680321564,2,Junction 8,1.033555060151707,0,570279,0.1347905317212745,3,0.7932524369934952,1,0.5059842634882225,5,579767,0.4252044070031773,1,8,7.27593186671925
446 BRIGHT HILL DR,UPPER THOMSON MRT STATION,0.46750053448147816,2,Thomson Plaza,0.3866138968925308,1,574408,0.3737246774780584,4,0.8339958911045334,1,0.23980368186076395,10,579646,0.31000251697893355,1,3,7.485330742620228
511 WOODLANDS DR 14,WOODLANDS MRT STATION,0.2996180549458524,3,Woodlands Civic Centre,0.25832020628319263,5,730900,0.25526912037885974,7,0.9875889694332927,1,1.1022192352027658,0,738079,0.1924927152889231,6,5,17.041784365527057
613 BT PANJANG RING RD,SENJA LRT STATION,0.1890150136617148,8,Greenridge Shopping Centre,0.4794016597097655,4,670628,0.218809224897285,8,0.31676579936335725,1,1.0791859408110247,0,677742,0.21055101210620156,4,6,14.21281493415992
455 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.1318854805465772,0,Sunshine Place,0.4585993540717671,1,680475,0.4436630922701724,2,2.7776670618928248,0,1.8241435867390892,0,689814,0.13274840837545052,2,2,16.127095824661623
111 ALJUNIED CRES,ALJUNIED MRT STATION,0.4635596568208928,5,Paya Lebar Square,0.9438503185775826,1,380114,0.3208964233722591,10,0.30989232834041486,5,0.4090598137746049,2,389706,0.3134678684713584,3,2,4.684060120111099
176C EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.15546718172371005,8,Punggol Plaza,0.6542213298467597,3,820108,0.20056558267635546,11,1.178531741516258,0,0.8553442481532767,2,828869,0.22277483340638646,7,7,13.233369481643006
285D TOH GUAN RD,JURONG EAST MRT STATION,0.668257232171125,2,IMM,0.34670497641277287,4,609601,0.3707780336131283,9,1.105198467214408,0,1.6682288509806598,0,609558,0.8008690170605494,1,5,12.790407917809452
855 WOODLANDS ST 83,WOODLANDS MRT STATION,0.7081709495400386,3,Woodlands North Plaza,0.3898963936744795,5,730883,0.38105623090285545,7,0.8710806966184375,1,1.2842412369944984,0,738853,0.40898419903519095,6,5,17.53354534062907
559 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.3467268285977377,1,Yew Tee Point,0.24621758533743626,3,689578,0.24166746604797082,3,2.0786147844982,0,0.8543106146118101,1,689285,0.2192481934547897,4,3,16.48187987706837
28 HOY FATT RD,REDHILL MRT STATION,0.8075567973997206,1,Alexandra Central,0.541605691542613,3,150001,0.20791534963819433,10,0.22268928531964075,5,0.8755632321283855,2,158901,0.6173407365770209,1,5,4.716386186222145
230 JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.5487530192877822,1,JCube,0.9565078683641841,1,600249,0.2275118703002883,7,0.21304601317826952,2,0.9287463730595182,1,609558,0.40538950605641927,4,2,13.823926634419381
312 TAMPINES ST 33,TAMPINES EAST MRT STATION,0.4977402546538301,1,Eastpoint Mall,1.1881269565427486,0,529286,0.36800892896133164,6,1.6016203109396492,0,0.7944582375361664,4,529258,0.4920062762675235,4,5,13.42891285350643
26 DOVER CRES,DOVER MRT STATION,0.6884144033819157,3,Rochester Mall,0.7677216876038322,2,130028,0.1623989819596109,6,0.9307022131870342,1,0.7196324461907594,7,139648,0.6942732604951458,1,2,7.967077721895874
623 WOODLANDS DR 52,ADMIRALTY MRT STATION,0.6749894102242973,1,888 Plaza,0.47373887925440433,3,730573,0.41734743308216976,6,0.5956134573310179,1,2.1409269728875153,0,738240,0.16782402879894892,5,5,16.74590039385736
385 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.45706106342065983,1,Loyang Point,1.4396703487888947,0,529286,0.18163040308870823,5,1.8588564756252777,0,1.00147713098252,0,529258,0.43207359555216157,3,8,13.681804188302937
109 MCNAIR RD,BOON KENG MRT STATION,0.36397948839209393,2,City Square Mall,1.1395034788101763,0,321108,0.038345961681451726,10,0.47168656452960317,3,0.7952425422890917,1,327829,0.16804990588695512,2,5,3.2239306959607044
401 WOODLANDS ST 41,MARSILING MRT STATION,0.27118446818442654,1,Marsiling Mall,0.861627336029288,1,730301,0.1428868983307077,5,0.8510910942746339,1,0.8548599730387341,2,738927,0.3870658416477497,2,3,17.55767172621149
330A ANCHORVALE ST,FARMWAY LRT STATION,0.08792396009072007,6,Compass One,0.7689992484539011,1,540330,0.07311315363388556,9,0.1562244485297389,1,0.6905784450377561,1,544799,0.15655616308832576,4,12,12.192668022138433
314 YISHUN RING RD,YISHUN MRT STATION,0.7924667876377192,1,Northpoint City,0.702035619723315,1,768897,0.15419543361846297,12,0.8136250361063837,1,0.5216378631052565,3,768611,0.4847030081082536,5,4,15.366395478879042
536 BEDOK NTH ST 3,BEDOK NORTH MRT STATION,0.5975861324806907,1,Djitsun Mall,1.0839742501887288,0,460537,0.22752787998242516,8,0.267603099739366,2,0.27296674879460764,3,479226,0.2836436277759177,2,6,9.092982674011953
330 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.8455910068341561,1,AMK Hub,0.82008778315743,1,563316,0.4451138391991521,3,0.36082867453232986,3,0.4288653122163567,2,569299,0.35587319140704654,2,7,7.661839857716477
118 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.773734058534166,0,myVillage At Serangoon Garden,0.6970637176575705,1,552152,0.33903748064085787,5,0.613064230084762,2,0.6827450049606295,4,555855,0.7229149275111746,2,4,8.496370196385204
115 RIVERVALE WALK,KANGKAR LRT STATION,0.10673033938576465,5,Rivervale Plaza,0.1157541489265909,2,540118,0.14306440523185224,6,1.0170721998344012,0,0.8411009287893102,2,545088,0.35856253987202785,3,13,11.488364345348371
550 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.6556669651369146,2,Limbang Shopping Centre,0.22279923847560967,3,680533,0.21890036945295155,3,2.2023130441793586,0,0.835310875468482,1,689285,0.0956737103076082,2,6,16.505339810809996
226C COMPASSVALE WALK,KANGKAR LRT STATION,0.5293365870637377,8,Rivervale Plaza,0.3812245498516317,3,540118,0.3688932010773312,8,1.0674607673934242,0,0.5581922835185338,1,545166,0.12272220405117086,5,13,11.795302598752324
453 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.1591876883732766,0,Sunshine Place,0.5119482377985245,1,680475,0.4958664637382048,2,2.845058918110719,0,1.8142519028405013,0,689814,0.14687470467922212,2,2,16.188331103793555
288A JURONG EAST ST 21,JURONG EAST MRT STATION,0.6324257505420718,2,Westgate,0.515070001613503,4,608532,0.532243630956589,9,0.8015846813490922,1,1.3843660746525244,0,609558,0.5318076527515504,2,4,13.109691718475517
105 ANG MO KIO AVE 4,MAYFLOWER MRT STATION,0.07852131508980831,1,Broadway Plaza,0.9299985305226685,1,560161,0.2981576384749099,6,0.2999850236931332,5,0.22368214090192784,11,569405,0.3941634714332007,3,4,8.89958492653569
216B BOON LAY AVE,LAKESIDE MRT STATION,1.1880762027699123,0,Boon Lay Shopping Centre,0.4557197029032895,1,640544,0.44493930531617537,4,0.5818068831318421,2,1.2556835655218153,0,648347,0.5224523276369714,3,6,16.795594846021753
848 WOODLANDS ST 82,WOODLANDS MRT STATION,0.7612006949760209,2,Woodlands North Plaza,0.17223798953965672,5,730883,0.1601517968756742,6,1.0159525892151513,0,1.1110752348899733,0,738525,0.38144154738553043,5,6,17.750911189258
45 TANGLIN HALT RD,COMMONWEALTH MRT STATION,0.35951050787879063,2,Holland Road Shopping Centre,1.274768443889912,0,141088,0.2978337465562914,1,0.091626287018935,5,0.7892644426532315,3,148812,0.17420981867267407,1,2,5.991208606416977
387 BT BATOK WEST AVE 5,BUKIT GOMBAK MRT STATION,0.677510456912997,1,HillV2,1.3266470794075302,0,651395,0.06637605398785296,5,1.5928985001594829,0,0.822676934034198,3,659401,0.36560701406046775,2,4,13.626312577270216
909 JURONG WEST ST 91,PIONEER MRT STATION,1.2769825551432505,0,Pioneer Mall,1.1946949050617686,0,639798,0.503257512392855,3,1.2184190936534152,0,0.8257562484886497,1,649036,0.21133158668989066,2,5,19.176317107462342
55 MARINE TER,KEMBANGAN MRT STATION,1.730730490589035,0,i12 Katong,0.9975091833538353,1,440058,0.07678940462646722,6,0.19927139972468771,2,0.5574989678950072,5,449761,0.2732746482695631,3,4,7.030423454053159
209 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.3853395122814,0,Loyang Point,0.3395764082715561,1,510259,0.3463937596632378,5,1.3467402749399233,0,0.600755534494658,2,519075,0.1299783540292731,3,3,14.64652622946722
507 WEST COAST DR,CLEMENTI MRT STATION,0.5945562925802675,1,321 Clementi,0.4657825757368938,3,120502,0.18728578578939992,4,0.12110419426063677,4,0.35512372428234074,6,129903,0.42046807423884525,4,0,10.365515546425163
774 PASIR RIS ST 71,PASIR RIS MRT STATION,1.40230729542377,0,Elias Mall,0.7650913960744171,1,510776,0.07201600995323393,4,1.6546719269473789,0,0.536832124182774,1,518798,0.24977938545427977,3,1,13.002765346861223
53 TELOK BLANGAH DR,TELOK BLANGAH MRT STATION,0.43413552634871383,2,Alexandra Retail Centre,1.1166027068673405,0,101078,0.29604750056141704,4,0.3909273744846334,3,0.5128007424578308,4,109100,0.3641988001027139,1,4,4.975062246493357
445 CHOA CHU KANG AVE 4,CHOA CHU KANG LRT STATION,0.9465117160216668,3,Sunshine Place,0.49617960929650357,3,680475,0.47634453449965647,3,2.8020061158426346,0,1.5460082272563964,0,689814,0.19425323429593633,2,4,16.146697917518928
