address,mrt,mrt_dist,num_mrt_1km,mall,mall_dist,num_mall_1km,supermarket,supermarket_dist,num_supermarket_1km,hawker_dist,num_hawker_1km,park_dist,num_park_1km,school,school_dist,num_school_1km,number_school_btw_1km_2km,cityhall_dist
148 WOODLANDS ST 13,MARSILING MRT STATION,0.3592459429829954,1,Marsiling Mall,0.6959393700115175,1,730182,0.23165833676202954,5,0.685466569402396,2,0.5008096024425954,2,738927,0.21702985485939982,2,5,18.00042605437349
426 CLEMENTI AVE 3,CLEMENTI MRT STATION,0.3928514174480993,1,321 Clementi,0.09808549809139736,4,120451,0.17246620230707396,8,0.18867247456458017,5,0.31887342265583796,5,129903,0.4029969701460377,4,0,9.982797281424165
85 CIRCUIT RD,MATTAR MRT STATION,0.5448959854391184,6,Paya Lebar Square,0.8700950688589213,1,380114,0.1561629688790466,8,0.09451181696151176,5,0.2333525909612948,2,387724,0.49828119984906327,3,3,4.973693114269248
467 TAMPINES ST 44,TAMPINES EAST MRT STATION,0.4177096746507946,1,Loyang Point,1.3176063423222597,0,520475,0.1754111148283807,5,1.5286114024108768,0,0.7951315506505445,1,529565,0.6587748781795301,3,8,13.604509118929828
367 CORPORATION DR,LAKESIDE MRT STATION,0.7537065329052235,1,Taman Jurong Shopping Centre,0.3478189517674268,1,610399,0.31912261136085923,2,0.43348959413417154,1,0.2694950438646761,2,618310,0.13018346178896073,2,5,15.586738267982142
159 YUNG PING RD,LAKESIDE MRT STATION,1.6630382486683348,0,Taman Jurong Shopping Centre,0.6508877296797119,1,610063,0.3255466069607319,4,0.5943504646574287,1,1.2306837792580905,0,618310,1.0959009191420492,0,5,14.970437600848086
518 CHOA CHU KANG ST 51,CHOA CHU KANG MRT STATION,0.6310230382606054,3,Limbang Shopping Centre,0.19899102875550617,4,680533,0.15655478036317827,4,2.1204739257221474,0,0.678273083550081,2,689285,0.44147690537804246,2,6,16.27681425860066
918 JURONG WEST ST 91,PIONEER MRT STATION,1.1811025133569193,0,Pioneer Mall,1.1201345917267054,0,640962,0.5019812110848371,3,1.1408957150217998,0,0.7238773541831356,1,649037,0.20459828741000938,2,5,19.08127347467489
682A EDGEDALE PLAINS,OASIS LRT STATION,0.4229119313100505,4,Oasis Terraces,0.35270371082279295,1,821660,0.10547326349334409,7,1.3769668211771313,0,0.17564293379878157,1,828802,0.4804789819527068,4,6,14.148470009310083
416 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.8584432863302737,1,AMK Hub,0.9116017494012296,1,560574,0.7170492154579001,4,0.19813549083135099,4,0.8551654087390216,2,569299,0.47180167010162255,3,6,7.901788493631161
415 SEMBAWANG DR,SEMBAWANG MRT STATION,0.32883696346987146,1,Sun Plaza,0.3932164377068459,1,751406,0.19173601548046385,9,0.5021703164483189,1,1.2197732273387603,0,757521,0.29395404362428446,5,1,17.91472348485004
204 TOA PAYOH NTH,BRADDELL MRT STATION,0.2766774278168543,2,Junction 8,0.9954421766896828,2,310095,0.2776500517676066,8,0.3369034528334194,5,1.0042009134484027,0,579806,0.4670502514623209,4,5,5.354855740535089
175 BISHAN ST 13,BISHAN MRT STATION,0.5726158706703965,2,Junction 8,0.5786869964389565,2,570512,0.43513635203658074,5,0.9649040692961679,1,0.8751527986402757,3,579793,0.1506759294288302,3,9,6.174412151387396
333B YISHUN ST 31,YISHUN MRT STATION,1.1875517454600415,0,Northpoint City,1.0974406832020809,0,760327,0.3920440766135501,7,0.7703385241103107,1,0.8134521463473801,2,768857,0.5344705045272661,4,5,15.366667980634963
19 CHAI CHEE RD,BEDOK MRT STATION,0.933632452373087,2,Djitsun Mall,0.8257753140042265,3,460029,0.3635968215927454,6,0.5812688137030728,2,0.5756586438196181,8,458436,0.8213069486122602,2,6,8.673792975963126
422 CANBERRA RD,SEMBAWANG MRT STATION,0.5166547470961567,1,Sun Plaza,0.5912800829117791,1,750511,0.12983819873285316,10,0.6408360530543732,1,1.266951193173551,0,757521,0.15015642526652453,5,1,18.11341338805429
472 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.8755802900934028,1,Sunshine Place,0.21008583774640074,2,680475,0.19199388686883467,3,2.6827990201197616,0,1.644432163103184,0,689814,0.17857199612582544,2,4,15.893848444405373
2 LOR 7 TOA PAYOH,BRADDELL MRT STATION,0.7759012055873576,2,HDB Hub,0.9141163688939078,1,310004,0.23053980227161958,8,0.20754446014640063,6,1.0811127205099225,0,319320,0.28666933011192275,4,6,5.029420146667249
688C CHOA CHU KANG CRES,YEW TEE MRT STATION,0.7401175931423676,1,Yew Tee Square,0.6804865360733086,2,689715,0.7841962706471333,4,2.112286313183534,0,1.508624722075908,0,688268,0.46865344139728676,2,2,16.566900145147578
427 HOUGANG AVE 6,HOUGANG MRT STATION,0.3606684058103612,2,Hougang Mall,0.23137923169914654,2,538766,0.23169183070743718,8,0.8790353307738505,1,0.5438494337771483,4,538786,0.42705977544746293,6,8,10.087155654544885
186 BOON LAY AVE,BOON LAY MRT STATION,0.9597768392361727,1,Boon Lay Shopping Centre,0.1700049748079887,2,640221,0.1760277004066952,6,0.2050907148909007,2,0.9214062089752898,2,649930,0.37873387092122,3,7,16.733761851090627
100 COMMONWEALTH CRES,COMMONWEALTH MRT STATION,0.6690033138209298,2,Raffles Holland V,0.6560050034520913,3,278997,0.6560049742870168,7,0.13579327009410333,5,0.7778590178575616,1,148812,0.8849145754718843,1,3,5.8728486931839985
304 WOODLANDS ST 31,MARSILING MRT STATION,0.2911003704403098,1,Marsiling Mall,0.7829133954492987,1,730301,0.18225477105099275,5,0.7730362546161178,1,0.9460315918982597,2,738927,0.437012551965973,2,3,17.444353229843728
44 OWEN RD,FARRER PARK MRT STATION,0.5474693128962911,4,United Square,0.7756920878700758,5,210043,0.10626916987892784,10,0.0735586379516736,3,0.7299133381436127,5,217567,0.3954226501295332,2,5,2.4796056058848563
58 STRATHMORE AVE,QUEENSTOWN MRT STATION,0.5793573642933728,2,Anchorpoint,0.7369384642795626,2,142057,0.046241485701300225,6,0.7401035660545966,3,1.5742528891170697,0,149303,0.44180264911705314,2,4,4.588879373538242
302C PUNGGOL PL,PUNGGOL LRT STATION,0.29151737867284994,10,Waterway Point,0.3735117457879518,2,820301,0.1709080943203921,10,0.3840448644305273,1,0.6945805609750798,1,828845,0.12073243268998977,5,10,13.671992155538238
246 TAMPINES ST 21,TAMPINES MRT STATION,0.2354915419354952,3,Tampines Mall,0.2923210459897722,4,529536,0.2656798720010689,11,0.8378523078572538,2,0.7342031918738461,1,529393,0.42546258975541007,6,5,12.506175563815974
119D RIVERVALE DR,KANGKAR LRT STATION,0.21860130672951908,4,Rivervale Plaza,0.19688164591337112,2,540118,0.18556198416743724,4,1.2885121399415507,0,0.700538965769503,1,545088,0.19933784549797814,4,12,11.696341058559861
204 SERANGOON CTRL,SERANGOON MRT STATION,0.22911944612348548,2,NEX,0.21561353434688735,2,556083,0.21327528413988947,5,1.3921939297038048,0,0.8299262444800845,4,556108,0.6599604633283268,2,6,6.970497475650763
935 YISHUN CTRL 1,YISHUN MRT STATION,0.5035695786125898,2,Northpoint City,0.5078862592288531,2,760925,0.2637877133210102,12,0.9075594489312819,1,0.41869136238576393,2,769026,0.6338770412597408,4,6,14.70000599904562
230 PENDING RD,PENDING LRT STATION,0.10230695428762095,4,Fajar Shopping Centre,0.8766693157416032,2,670256,0.32878795044695375,6,0.1615933716672583,1,0.3278485712762341,4,679676,0.428104188364931,3,4,12.773711405265859
704 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.30725154318260367,1,Djitsun Mall,1.5374787852302827,0,470745,0.2050261441911549,5,0.722594143739341,2,0.23481724284901348,3,479226,0.17191977374481687,1,6,8.966750931616167
710 ANG MO KIO AVE 8,ANG MO KIO MRT STATION,0.19562813335408707,1,Jubilee Square,0.09056211322338815,3,560712,0.12914936048024053,7,0.2251568911004276,4,0.23990143349031645,3,569228,0.4035118020463638,3,5,8.624102087819175
768 YISHUN AVE 3,YISHUN MRT STATION,0.5742392264438371,2,Northpoint City,0.6245120297305023,1,760761,0.13745534081548633,10,0.9876870340175842,1,0.7139060699791807,3,768515,0.5369640980274588,3,7,14.647790777149279
334C ANCHORVALE CRES,FARMWAY LRT STATION,0.054007416220932615,6,Compass One,0.8421131265590526,1,540330,0.08120698791126767,9,0.14648399233986897,1,0.6386941547444192,1,544799,0.23843081078421774,4,12,12.269045805567089
449 PASIR RIS DR 6,PASIR RIS MRT STATION,1.0417615663059974,0,Downtown East,0.7660339709111177,3,510440,0.2064186679177563,6,0.8101661095979379,1,0.67104782673988,1,518935,0.23227309973290755,3,3,14.623003175421433
208A CLEMENTI AVE 6,CLEMENTI MRT STATION,0.8368281772707461,1,The Clementi Mall,0.8094684699125829,2,597071,0.5987466054500129,4,0.9867225633835228,1,0.5285693232474129,7,128806,0.33344068761657225,3,2,10.470917404111793
423 FAJAR RD,FAJAR LRT STATION,0.2042480321127142,6,Fajar Shopping Centre,0.2542032333662701,3,670446,0.2627707819179639,7,0.9051336187832413,2,1.3788400056491024,0,677744,0.1667836659739579,4,3,13.747079800237609
652A JURONG WEST ST 61,PIONEER MRT STATION,0.147780530937737,2,Pioneer Mall,0.5691324143014242,2,628088,0.5104379949896731,6,0.5170658826271011,1,0.6111078059691327,1,648200,0.15512113519709214,3,6,17.76846798602672
311 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.5875898728412778,1,JCube,1.797895377546466,0,600345,0.2822169086437901,4,0.283291392510275,2,1.293071057030854,0,609476,0.10687924886667399,2,5,14.595927569045312
329 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.5562321601922634,1,Eastpoint Mall,1.337777329872259,0,529286,0.18392638600333006,5,1.7869413374643732,0,0.8231559412435084,3,529258,0.33640369743942644,4,5,13.614193202543083
418 CHOA CHU KANG AVE 4,CHOA CHU KANG LRT STATION,0.4507721815278588,4,Lot One,0.49860650629189307,3,680410,0.1938570430963434,4,2.2768037018888663,0,1.0864143505236097,0,689905,0.5130004633435928,3,4,15.78071714829938
491E TAMPINES ST 45,TAMPINES EAST MRT STATION,0.7011984583433236,1,Loyang Point,1.1284082565844127,0,520475,0.33708291799012996,3,1.2773184112667804,0,0.7466788341969965,1,519075,0.7142746669322717,3,8,13.812610689819216
144 JLN BT MERAH,TIONG BAHRU MRT STATION,1.0356309825696457,0,Tiong Bahru Plaza,1.063727491173439,0,160146,0.11261493053516998,6,0.5306559520388461,2,0.7236695914809704,1,99757,0.32210823233026004,3,4,3.016574337745989
40 BEO CRES,TIONG BAHRU MRT STATION,0.32106662113915896,1,Tiong Bahru Plaza,0.29227876070907954,2,169651,0.03228195168428584,10,0.030546468700286922,5,0.41778204055864443,4,159016,0.45277782024647906,2,4,2.7660951957373663
542 HOUGANG AVE 8,HOUGANG MRT STATION,0.6295221237987747,2,Hougang Green Shopping Mall,0.5042803525137278,2,538719,0.50427925848731,7,0.6056914104005086,2,0.7680410680627393,2,538787,0.35293850645350444,6,8,10.267236763200316
210C COMPASSVALE LANE,RANGGUNG LRT STATION,0.2633293102053013,6,Rivervale Plaza,0.28307544993988715,2,540118,0.30572953169309336,7,0.8207806912428968,1,0.8134517933911702,2,544974,0.4098858232499836,5,11,11.376579087963353
678B JURONG WEST ST 64,BOON LAY MRT STATION,0.7618927789492559,1,Jurong Point,0.7000582883979771,4,649486,0.40787831987661605,6,0.8401236750963662,2,0.7998647070842494,2,649188,0.47672021083653854,4,8,17.458082968547394
239 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.47260766986590436,2,HDB Hub,0.9763906537348387,1,310095,0.2833283550171838,8,0.28257670746005437,6,1.149847697757334,0,319580,0.5572715276219579,4,6,5.238059303267105
118 TECK WHYE LANE,KEAT HONG LRT STATION,0.22381509162746607,6,Teck Whye Shopping Centre,0.20531364509962866,3,680142,0.1774736765599235,7,1.4273711100603865,0,0.8512907313461788,2,689762,0.42535425942463256,2,7,14.806682704103713
669B JURONG WEST ST 64,BOON LAY MRT STATION,0.5957058811346048,2,Jurong Point,0.5723715294605793,3,648331,0.48278623521284136,5,0.6265998133586388,1,0.7773521508681177,1,649223,0.4743924647760222,4,7,17.49221921237261
645 JLN TENAGA,KAKI BUKIT MRT STATION,0.4214431056610602,2,Singpost Centre,1.9086937856271984,0,400306,0.5500442972629769,4,0.8520732379857919,1,1.0297920440031965,0,479239,0.5012303304882193,3,2,7.413149921117012
249 YISHUN AVE 9,YISHUN MRT STATION,0.9958507612154901,1,Northpoint City,0.912549937883551,1,768897,0.23514770311392494,8,1.1752548681755015,0,0.7982657892144378,2,768959,0.44922513606310444,4,4,15.752584408385466
330 SEMBAWANG CL,SEMBAWANG MRT STATION,0.351762627887453,1,Sun Plaza,0.24295179167129555,2,757713,0.2457213417378037,9,0.5762243095920463,1,1.3092735473768036,0,757715,0.38983838737324505,4,3,17.41193447016704
608 HOUGANG AVE 4,HOUGANG MRT STATION,0.7730034200690692,1,Hougang 1,0.8543900047080942,3,530683,0.2921522129591352,7,0.5758298353956094,1,0.6060344816959363,6,538784,0.3091570532653362,4,7,9.361319994672764
33 TELOK BLANGAH WAY,HARBOURFRONT MRT STATION,0.9863609761311773,2,VivoCity,1.1134363551430881,0,90109,0.35125578624811665,3,0.18169954091669527,3,0.4526902952026772,1,99840,0.22298404808821673,2,5,3.916908705825015
3 UPP ALJUNIED LANE,MATTAR MRT STATION,0.8703228025534494,3,The Poiz,1.3286930530927048,0,360001,0.131819020175072,5,1.0118345927515355,0,0.2033689931192016,7,349700,0.5072851053168013,3,4,5.478952463877489
109 JURONG EAST ST 13,CHINESE GARDEN MRT STATION,0.5732014139521888,3,JCube,0.732698731490085,3,600249,0.5955025474260044,6,0.5988093185111728,2,0.5868226666104751,1,609647,0.20653588073269294,2,4,13.855429064300424
293A COMPASSVALE CRES,CHENG LIM LRT STATION,0.23412067127625388,6,Compass One,0.5032433371670859,1,540263,0.1873161094146748,9,0.8220856952980223,1,1.0296955255966125,0,545091,0.3164278081324419,5,14,12.429624902559615
14B LOR 7 TOA PAYOH,TOA PAYOH MRT STATION,1.2619789110959576,0,HDB Hub,1.1747412649912865,0,310233,0.28146739782318064,9,0.16235131271801614,4,0.923426025658246,1,319320,0.3601777333465233,3,9,4.762803361872479
547D SEGAR RD,SEGAR LRT STATION,0.14231009001167697,3,Greenridge Shopping Centre,0.49471229361759284,2,670547,0.09693009584389636,5,0.8839378530687507,1,1.763247675156324,0,679946,0.29158753395937986,3,4,14.052184817933334
620 BT PANJANG RING RD,JELAPANG LRT STATION,0.3238969989434176,6,Greenridge Shopping Centre,0.5022567561716047,4,670628,0.1887663922986518,6,0.14957085431959105,1,1.2102870886650026,0,677742,0.26161117515498417,4,6,14.354143048883623
403B FERNVALE LANE,FERNVALE LRT STATION,0.5032584511571442,3,Greenwich V,0.45476840194799045,2,791447,0.37406141358331485,7,0.5494927474651019,1,0.35569200673037743,6,797701,0.15657440256572547,2,6,10.829893475378512
165A PUNGGOL CTRL,RIVIERA LRT STATION,0.1630483538930792,5,Punggol Plaza,0.2078013331734627,2,820168,0.2034428691635948,7,1.8309057560511024,0,0.8028939537057646,1,828848,0.3152783688691562,5,7,13.250524779319163
7 KIM TIAN PL,TIONG BAHRU MRT STATION,0.29947847219650797,1,Tiong Bahru Plaza,0.3288408762914479,1,161026,0.18660196092039996,11,0.40217409904667994,5,0.3292562688956874,3,169485,0.14566885419328124,3,4,2.9781229902800748
640 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.5009461144951871,2,Singpost Centre,1.8310532505351067,0,400306,0.41711191130923864,3,1.0191247198087097,0,1.2087811288676922,0,408931,0.5714542335748206,3,1,7.297488733480519
34 CIRCUIT RD,MACPHERSON MRT STATION,0.3901386826524337,4,Paya Lebar Square,1.2676028594113282,0,372018,0.09145409557203148,7,0.1363653582615361,4,0.8046584055913192,3,387621,0.7560928400077507,2,6,5.593696821719074
411 PANDAN GDNS,JURONG EAST MRT STATION,1.636742783328336,0,Jem,1.6230826237235125,0,600037,0.47954586420682876,2,0.46889742189565187,1,0.2764979973797979,1,128104,1.276016496471649,0,3,12.066352031639871
122 HOUGANG AVE 1,KOVAN MRT STATION,0.7221835255378956,1,Heartland Mall,0.6505140685416868,2,537643,0.25622003972566787,8,0.4364582042469087,2,0.1626644272182039,8,536741,0.41257214773910444,2,3,7.702522380751121
332 CLEMENTI AVE 2,CLEMENTI MRT STATION,0.2427473719648743,1,Grantral Mall,0.265563719332238,3,129588,0.33408813337185056,9,0.3695995950964428,4,0.7286207764230448,3,129857,0.19892901144160047,3,2,9.706125905615176
539 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8946540373605923,1,Boon Lay Shopping Centre,0.6653086224451131,1,640544,0.18037886002856343,6,0.2704023166714615,2,1.2204939918791728,0,649295,0.5139288066412863,4,3,16.392443889420704
404 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.7156540886917595,3,Sunshine Place,0.2472467567756078,3,680475,0.22932717767995964,4,2.6068597195725327,0,1.456056024045524,0,689814,0.2967031325432739,3,3,15.843815341200091
908 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.5566722591803893,3,Our Tampines Hub,0.3430734994557702,4,528523,0.290651057406201,10,0.38404839022792564,2,1.158081760077863,0,529706,0.2117343368570605,4,9,11.54820374671544
665B JURONG WEST ST 64,BOON LAY MRT STATION,0.37521303633004754,2,Jurong Point,0.41812907462209314,2,648331,0.27319473690299767,5,0.6377628071991508,1,0.5834997338116191,1,648368,0.4365372154750901,4,7,17.374369425679983
624 JURONG WEST ST 61,PIONEER MRT STATION,0.35822331758125736,2,Pioneer Mall,0.12716666848365657,3,640638,0.12083763726995961,7,0.07465400648355884,1,0.6634633030984006,1,648368,0.17946945915630788,5,4,17.945384247039694
45 KIM CHENG ST,TIONG BAHRU MRT STATION,0.5547197496118454,2,Tiong Bahru Plaza,0.567449346827747,1,169252,0.2639651262653463,11,0.12636245077022729,5,0.18571962068209635,4,169485,0.6292917631893103,1,6,2.477003296335255
12 REDHILL CL,REDHILL MRT STATION,0.3512371123240331,1,Tiong Bahru Plaza,1.164347726429014,0,150086,0.2429370733336517,8,0.22397888799363977,5,0.8429989673887783,1,158901,0.14285300816047905,2,5,4.017303755919601
858 JURONG WEST ST 81,PIONEER MRT STATION,1.1903745843141829,0,Gek Poh Shopping Centre,0.17713545855162288,2,640763,0.23828615406794185,4,0.7885669304138085,1,0.6623906183970506,2,649076,0.14678217209361485,3,6,18.381509282380534
157 BEDOK STH AVE 3,TANAH MERAH MRT STATION,0.9368610384123335,1,Bedok Point,1.3261785361406666,0,460069,0.24158629666521303,2,0.7900176293812429,1,0.32380626087565806,11,469300,0.16954414036556753,1,3,10.804299478962355
258B COMPASSVALE RD,SENGKANG MRT STATION,0.2537151715813809,6,Compass One,0.2762176266124373,3,540263,0.2631698141699818,6,1.0865322927065726,0,0.7187403705216108,1,545091,0.1764936858594855,6,12,12.131673742422782
316C ANCHORVALE LINK,FARMWAY LRT STATION,0.4548482749836639,8,Compass One,0.7555790284558251,1,540351,0.19599140421911906,9,0.41468772191468284,1,0.8280890297713863,1,544799,0.26207918040183864,3,14,11.775623664978303
296 YISHUN ST 20,YISHUN MRT STATION,0.6601450910366747,1,Northpoint City,0.6303333229635906,1,760293,0.24740475213108204,9,0.8888811916419024,1,0.25074960647598854,2,768679,0.2248628570166785,4,5,15.835729973568608
256A SUMANG WALK,SOO TECK LRT STATION,0.19891590689109787,5,Waterway Point,0.7134540690164901,1,820261,0.1451964253373224,8,1.0393140151770832,0,1.1493072728064624,0,828728,0.37136935238342583,3,12,13.401620229836421
107 YISHUN RING RD,YISHUN MRT STATION,0.8876151445880862,1,Northpoint City,0.9601126832752852,1,760101,0.18674628695163148,3,0.14174912350578148,1,0.5402383686984896,4,768515,0.5961496640196118,3,6,15.617533286488102
236 YISHUN RING RD,YISHUN MRT STATION,0.6859784522429423,1,Northpoint City,0.6106197822187385,1,760239,0.09924490601540134,9,1.197015239702465,0,0.5795576967841106,2,768611,0.15836261901244375,5,3,15.660480690187255
523D TAMPINES CTRL 7,TAMPINES MRT STATION,0.6591029017520278,2,Our Tampines Hub,0.7082505089753038,4,521602,0.25670584409957914,10,0.6148230230260721,1,0.6201053889070933,1,529067,0.449169657152761,1,10,12.128554877086241
37 LOR 5 TOA PAYOH,TOA PAYOH MRT STATION,0.9599799759919472,1,HDB Hub,0.8685136062790155,1,310260,0.3233565965284521,10,0.1473835700683589,5,0.9860397091795249,1,319320,0.25713707326874463,2,9,4.595842922589239
510B WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.5124734904020625,1,Sun Plaza,0.6180350560360562,1,750511,0.15141860148061528,9,0.5138106751548472,1,1.0124570697761401,0,757702,0.2797486695670895,5,0,18.078178932762988
832 TAMPINES ST 82,TAMPINES WEST MRT STATION,0.6077985032441767,1,Our Tampines Hub,0.6506178260982366,3,520829,0.11104890154652038,7,0.6365096376845094,1,1.4307757896036175,0,529706,0.1860718100523331,4,8,11.214208480612616
149 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.49110272670520805,2,Djitsun Mall,2.1502807752333495,0,470631,0.39300496859175477,2,0.32130099933028594,1,0.8142674140928992,3,479239,0.5531782429731696,2,3,8.242091630509913
119C RIVERVALE DR,KANGKAR LRT STATION,0.1639011099560847,4,Rivervale Plaza,0.1626450824618459,2,540118,0.15805791464922803,4,1.2410496555980892,0,0.7402008102155977,1,545088,0.23202783624970272,4,13,11.643977361283609
63 COMMONWEALTH DR,COMMONWEALTH MRT STATION,0.42254202862526186,1,Rochester Mall,1.2066561005584535,0,141088,0.35750597345077617,1,0.13180280493408653,5,0.6395695064369088,4,148812,0.33804274672655593,1,2,6.145399465394224
247 COMPASSVALE RD,COMPASSVALE LRT STATION,0.2983399326622578,8,Compass One,0.4650496615850315,3,545078,0.4650496615850315,6,1.3105150231757667,0,0.5022632698731052,1,545091,0.305398211560634,5,13,12.137720374606788
572A WOODLANDS AVE 1,WOODLANDS MRT STATION,0.6022559803904926,3,Vista Point,0.4866307594304444,4,732570,0.10243230656251956,7,1.127220787464123,0,1.308015480796278,0,738079,0.2199507577493442,5,6,16.74000493668604
241 BISHAN ST 22,ANG MO KIO MRT STATION,1.104289516835284,0,AMK Hub,1.003798498883702,0,570279,0.44086161487793873,4,0.4764965498532568,3,0.2148955646104135,3,579767,0.6785173534297017,3,6,7.519285503118677
115B CANBERRA WALK,CANBERRA MRT STATION,0.35647646980386055,1,Canberra Plaza,0.32805174319424213,2,750120,0.23585637931184675,5,0.8445167811971158,1,0.4787229120834157,2,757715,0.9218046206616112,2,6,17.12181953486297
716 JURONG WEST ST 71,PIONEER MRT STATION,0.7233792226322429,1,Pioneer Mall,0.2706494729491684,2,640638,0.2742556021285878,4,0.32266335242186117,1,0.8464897568337357,2,649223,0.25841591858192625,5,4,18.178176163782958
21 QUEEN'S CL,QUEENSTOWN MRT STATION,0.6874398508847005,1,Queensway Shopping Centre,0.7355776581068653,3,140170,0.44218124847331863,2,0.3318969791942811,5,0.8099632676790022,1,148812,0.722474887876012,2,2,5.798728499470568
268 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.374388488850407,0,Loyang Point,0.21825751585852057,1,510259,0.2108224297332753,4,1.562302377056223,0,0.3837634205284647,3,519075,0.24259604164644225,2,4,14.704207661413392
112 CLEMENTI ST 13,CLEMENTI MRT STATION,1.0520137404692973,0,The Clementi Mall,1.1086046755754915,0,120108,0.1380344705065311,3,0.9936542184633417,1,0.37976187847544046,4,129857,0.7868963065518217,1,7,9.733448064583987
29A CHAI CHEE AVE,BEDOK MRT STATION,0.6561410508937592,1,Bedok Mall,0.5705085595066209,3,460029,0.029936761285706617,9,0.7155435066896526,2,0.407806544615881,5,458436,0.5453955025964581,1,7,8.758992167477047
223A JURONG EAST ST 21,CHINESE GARDEN MRT STATION,0.4722209646740136,1,JCube,0.968551606657819,1,600249,0.3083351946353886,5,0.25556664370880267,2,0.8559363437670405,1,609558,0.48804631427567463,4,2,13.89230584062062
41 HOLLAND DR,BUONA VISTA MRT STATION,0.33556163984399473,4,Holland Road Shopping Centre,0.36251629779389405,5,270036,0.19207621884825388,10,0.09493611926427674,5,0.5049045521546071,6,148812,1.1265157155418104,0,3,6.710613571356553
115 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.33685205413664177,1,West Mall,0.3120389699914404,1,658713,0.31144068394078644,7,0.849703466080384,1,1.3914021022789849,0,659163,0.6970996601467631,3,6,13.271305385797115
129 BISHAN ST 12,BISHAN MRT STATION,0.62217633592138,3,Junction 8,0.5600696342339412,2,570510,0.36207660617215376,6,0.7476903505919766,2,0.6971046925642499,3,579806,0.10528634639513591,4,7,5.812872074782765
99 WHAMPOA DR,BOON KENG MRT STATION,0.8903295675113801,2,Zhongshan Mall,1.0538919033076908,0,329727,0.2966445001362122,8,0.2782790518706122,3,1.1397040518417072,0,327829,0.4383442018204487,2,8,3.0654442798578705
612 CLEMENTI WEST ST 1,CLEMENTI MRT STATION,1.3254027927798449,0,West Coast Plaza,0.2798886579950093,1,129787,0.20326944289878326,4,0.48815065661584534,1,0.5115238948249482,4,129903,1.4228001908024228,0,5,9.34994261503299
134 YISHUN ST 11,YISHUN MRT STATION,0.514919978107167,1,Northpoint City,0.5689586439164241,1,760101,0.4636278146893076,9,0.33551188567664597,1,0.7091462957987695,5,768643,0.18811176946819932,4,6,15.565108124982386
217 BOON LAY AVE,LAKESIDE MRT STATION,1.2502528630115164,0,Boon Lay Shopping Centre,0.38218774442388503,1,640221,0.3803235672420688,5,0.5117122354704716,2,1.137749407647202,0,648347,0.4161664998753469,3,7,16.883592330985003
810B CHOA CHU KANG AVE 7,KEAT HONG LRT STATION,0.6298498454978504,3,Keat Hong Shopping Centre,0.36808473227955096,2,680810,0.07922749360867619,6,2.1404024188540234,0,0.7554333339750112,1,689905,0.5629877603766168,2,5,14.86535375932169
166A TECK WHYE CRES,KEAT HONG LRT STATION,0.6796189378551171,6,Teck Whye Shopping Centre,0.36396797628858313,3,680142,0.301374194341523,7,1.0093134610737022,0,0.7147914671642159,3,688261,0.1195886675618088,3,8,14.85719546451542
886A TAMPINES ST 83,TAMPINES WEST MRT STATION,0.9817408867069181,1,Our Tampines Hub,0.9162526304401785,1,523878,0.3305597926460335,6,0.858496502189894,1,1.5402474312053929,0,529706,0.5822178021447569,3,4,11.04293850432325
158 SIMEI RD,UPPER CHANGI MRT STATION,0.3450404740411699,2,Eastpoint Mall,0.75181350692703,1,528833,0.75181350692703,2,1.6744547433760089,0,0.07665230105041335,7,529896,0.9479790560312499,2,5,13.23930060875523
450A SENGKANG WEST WAY,THANGGAM LRT STATION,0.3933949919594757,4,The Seletar Mall,0.4413963876841722,2,799473,0.24401815010838468,7,0.5075952001179134,1,0.5069738111612386,4,797636,0.2692812790252614,3,3,11.45575873404847
407B FERNVALE RD,FERNVALE LRT STATION,0.3439948108799949,3,The Seletar Mall,0.29427095244116175,3,797653,0.2824093581248498,8,0.3570147812366902,1,0.4240730731271346,3,797701,0.13899064897665347,2,8,10.90654073834478
89 DAWSON RD,QUEENSTOWN MRT STATION,0.6593110596282059,2,Anchorpoint,0.996871024067655,1,141085,0.2261012740618159,4,0.8176106738079528,1,1.615301147490011,0,149303,0.46043876870772943,1,3,4.4853034983858855
958 HOUGANG ST 91,HOUGANG MRT STATION,1.519170873040808,0,Hougang 1,0.10764435244820458,3,538692,0.10764435244820458,10,0.3794753755939998,1,0.6011601868559601,3,534238,0.14017003070246317,4,8,9.73505224960593
